,date,sitename,value,aqi_value,aqi_category,fips
11,2020-01-02,Garden,1.33,15,0,02020
19,2020-01-02,NCore,0.5,6,0,02090
62,2020-01-02,Phoenix JLG Supersite,1.05,12,0,04013
132,2020-01-02,Oakland,0.81,9,0,06001
136,2020-01-02,Oakland West,0.95,11,0,06001
141,2020-01-02,Laney College,1.08,12,0,06001
143,2020-01-02,Berkeley Aquatic Park,1.02,12,0,06001
147,2020-01-02,Pleasanton - Owens Ct.,0.78,9,0,06001
155,2020-01-02,Chico -  East,0.54,6,0,06007
170,2020-01-02,Concord,0.67,8,0,06013
176,2020-01-02,Bethel Island,0.75,9,0,06013
180,2020-01-02,San Pablo - Rumrill,0.46,5,0,06013
192,2020-01-02,Fresno - Garland,1.17,13,0,06019
204,2020-01-02,Clovis - N. Villa Ave,0.64,7,0,06019
213,2020-01-02,Calexico - Ethel Street,0.93,11,0,06025
229,2020-01-02,NCore - White Mountain Research Station - OVL,0.11,1,0,06027
262,2020-01-02,Bakersfield-Muni,0.27,3,0,06029
269,2020-01-02,Azusa,0.22,3,0,06037
272,2020-01-02,Glendora - Laurel,0.19,2,0,06037
277,2020-01-02,West Los Angeles - VA Hospital,0.56,6,0,06037
280,2020-01-02,Los Angeles - N. Main Street,0.88,10,0,06037
285,2020-01-02,Reseda,1.19,14,0,06037
289,2020-01-02,Compton,2.31,26,0,06037
292,2020-01-02,Pico Rivera,1.05,12,0,06037
295,2020-01-02,Pomona,0.75,9,0,06037
298,2020-01-02,Pasadena,0.55,6,0,06037
302,2020-01-02,LAX-Hastings,0.93,11,0,06037
306,2020-01-02,Santa Clarita,0.28,3,0,06037
319,2020-01-02,San Rafael,0.66,8,0,06041
347,2020-01-02,Salinas AMS,0.29,3,0,06053
351,2020-01-02,Napa - Napa Valley College,0.72,8,0,06055
355,2020-01-02,Anaheim,1.17,13,0,06059
360,2020-01-02,Anaheim Near Road,1.44,16,0,06059
361,2020-01-02,Mission Viejo,0.4,5,0,06059
365,2020-01-02,La Habra,0.95,11,0,06059
395,2020-01-02,Palm Springs - Fire Station,0.33,4,0,06065
400,2020-01-02,Riverside - Rubidoux,0.58,7,0,06065
406,2020-01-02,Mira Loma - Van Buren,0.82,9,0,06065
411,2020-01-02,Lake Elsinore - W. Flint Street,0.44,5,0,06065
418,2020-01-02,Arden Arcade - Del Paso Manor,1.15,13,0,06067
430,2020-01-02,Bercut Dr,0.88,10,0,06067
449,2020-01-02,Ontario Near Road,0.46,5,0,06071
453,2020-01-02,Upland,0.46,5,0,06071
460,2020-01-02,Fontana - Arrow Highway,0.66,8,0,06071
471,2020-01-02,San Bernadino - 4th Street,0.72,8,0,06071
490,2020-01-02,San Francisco,0.42,5,0,06075
494,2020-01-02,Stockton - Hazelton Street,0.95,11,0,06077
526,2020-01-02,Redwood City,0.77,9,0,06081
533,2020-01-02,Santa Maria - Broadway,0.25,3,0,06083
559,2020-01-02,San Jose - Jackson St.,1.12,13,0,06085
563,2020-01-02,San Jose - Knox Ave,1.21,14,0,06085
589,2020-01-02,Vallejo,1.08,12,0,06095
599,2020-01-02,Sebastopol,0.5,6,0,06097
603,2020-01-02,Modesto - 14th Street,0.94,11,0,06099
647,2020-01-02,Welby - 78th Ave. & Steele St.,0.38,4,0,08001
661,2020-01-02,Denver - CAMP - 2105 Broadway,0.27,3,0,08031
667,2020-01-02,La Casa NCORE - 4545 Navajo St.,0.34,4,0,08031
672,2020-01-02,I25 Denver,0.4,5,0,08031
677,2020-01-02,Colorado Springs - Highway 24,0.69,8,0,08041
691,2020-01-02,Ute 1,0.33,4,0,08067
702,2020-01-02,Fort Collins - CSU - 708 S. Mason St.,0.5,6,0,08069
716,2020-01-02,Greeley - Weld Co. Tower - 3101 35th Ave.,0.3,4,0,08123
722,2020-01-02,Hartford-Huntley,0.65,7,0,09003
729,2020-01-02,Cornwall,0.22,3,0,09005
735,2020-01-02,New Haven - Criscuolo Park,0.46,5,0,09009
759,2020-01-02,MLK,0.4,5,0,10003
779,2020-01-02,DCNearRoad,1.07,12,0,11001
793,2020-01-02,NCORE,0.16,2,0,12011
798,2020-01-02,Near Road,0.28,3,0,12011
827,2020-01-02,Pepsi Place,0.4,5,0,12031
843,2020-01-02,MUNRO STREET,0.32,4,0,12057
890,2020-01-02,Lab Annex,0.14,2,0,12086
895,2020-01-02,Winter Park,0.4,5,0,12095
913,2020-01-02,Sawgrass Lake Park,0.1,1,0,12103
956,2020-01-02,South DeKalb,0.25,3,0,13089
966,2020-01-02,NR-Georgia Tech,0.59,7,0,13121
995,2020-01-02,Kapolei,0.07,1,0,15003
998,2020-01-02,Honolulu,0.29,3,0,15003
1010,2020-01-02,St. Lukes Meridian,0.22,3,0,16001
1015,2020-01-02,Boise Eastman,0.78,9,0,16001
1127,2020-01-02,Indpls-Washington Park,0.33,4,0,18097
1160,2020-01-02,Evansville-Lloyd,0.45,5,0,18163
1187,2020-01-02,"Davenport, 10th & Vine",0.2,2,0,19163
1244,2020-01-02,Cannons Lane,0.19,2,0,21111
1250,2020-01-02,Near Road,0.33,4,0,21111
1329,2020-01-02,MICMAC,0.51,6,0,23003
1353,2020-01-02,Essex,0.55,6,0,24005
1366,2020-01-02,Piney Run,0.17,2,0,24023
1374,2020-01-02,Howard County Near Road,0.42,5,0,24027
1378,2020-01-02,HU-Beltsville,0.48,6,0,24033
1424,2020-01-02,Boston - Roxbury,0.46,5,0,25025
1429,2020-01-02,Boston-Von Hillern,0.4,5,0,25025
1433,2020-01-02,Worcester,0.35,4,0,25027
1445,2020-01-02,GRAND RAPIDS,0.56,6,0,26081
1463,2020-01-02,ALLEN PARK,0.0,0,0,26163
1471,2020-01-02,Eliza Howell- Roadway,0.68,8,0,26163
1475,2020-01-02,DET POLICE 4TH,0.4,5,0,26163
1478,2020-01-02,TRINITY ST MARKS,0.36,4,0,26163
1484,2020-01-02,Blaine,0.23,3,0,27003
1497,2020-01-02,Lakeville - Near Road,0.3,4,0,27037
1501,2020-01-02,Minneapolis-Downtown,0.4,5,0,27053
1503,2020-01-02,Minneapolis-Near Road,0.4,5,0,27053
1529,2020-01-02,Jackson NCORE,0.42,5,0,28049
1550,2020-01-02,Blue Ridge I-70,0.33,4,0,29095
1563,2020-01-02,BLAIR STREET,0.28,3,0,29510
1570,2020-01-02,Forest Park,0.35,4,0,29510
1582,2020-01-02,West Yellowstone Park Ent #2,0.19,2,0,30031
1619,2020-01-02,NCORE,0.26,3,0,31055
1626,2020-01-02,77th and Dodge,0.55,6,0,31055
1652,2020-01-02,Jerome Mack,1.86,21,0,32003
1658,2020-01-02,Sunrise Acres,1.84,21,0,32003
1668,2020-01-02,RT,1.17,13,0,32003
1678,2020-01-02,Reno3,0.72,8,0,32031
1690,2020-01-02,Sparks,1.03,12,0,32031
1716,2020-01-02,Miller State Park,0.2,2,0,33011
1728,2020-01-02,Londonderry - Moose Hill,0.4,5,0,33015
1737,2020-01-02,Fort Lee Near Road,0.51,6,0,34003
1738,2020-01-02,Camden Spruce St,0.3,4,0,34007
1746,2020-01-02,Newark Firehouse,0.64,7,0,34013
1754,2020-01-02,Jersey City,0.61,7,0,34017
1771,2020-01-02,Elizabeth,0.8,9,0,34039
1773,2020-01-02,Elizabeth Trailer,0.57,7,0,34039
1914,2020-01-02,Burdens Creek,0.19,2,0,37063
1944,2020-01-02,Millbrook NCore,0.27,3,0,37183
1950,2020-01-02,Triple Oak - Near Road,0.48,6,0,37183
1959,2020-01-02,Bismarck Residential,0.23,3,0,38015
2004,2020-01-02,Galleria,0.4,5,0,39035
2005,2020-01-02,G.T.Craig,0.2,2,0,39035
2012,2020-01-02,Cleveland Near Road,0.17,2,0,39035
2018,2020-01-02,Columbus NR - Smoky Row,0.11,1,0,39049
2024,2020-01-02,Taft,0.28,3,0,39061
2030,2020-01-02,Cincinnati Near Road,0.38,4,0,39061
2048,2020-01-02,Preble County,0.17,2,0,39135
2058,2020-01-02,STILWELL CASTNET & NCORE,0.25,3,0,40001
2083,2020-01-02,Near Road OKC,0.7,8,0,40109
2086,2020-01-02,North OKC,0.51,6,0,40109
2107,2020-01-02,Tulsa,0.42,5,0,40143
2260,2020-01-02,NEW,0.4,5,0,42101
2269,2020-01-02,TOR,0.51,6,0,42101
2271,2020-01-02,MON,0.77,9,0,42101
2299,2020-01-02,Near Road,0.76,9,0,44007
2301,2020-01-02,E Providence,0.41,5,0,44007
2363,2020-01-02,Look Rock - GSMNP,0.17,2,0,47009
2595,2020-01-02,Underhill,0.2,2,0,50007
2600,2020-01-02,Burlington,0.46,5,0,50007
2602,2020-01-02,RUTLAND,0.51,6,0,50021
2608,2020-01-02,AURORA HILLS,0.68,8,0,51013
2615,2020-01-02,MATH & SCIENCE CTR,0.3,4,0,51087
2624,2020-01-02,EAST VINTON ELEMENTARY SCHOOL,0.2,2,0,51161
2628,2020-01-02,HAMPTON,0.05,1,0,51650
2629,2020-01-02,NORFOLK - NOAA,0.34,4,0,51710
2638,2020-01-02,Cheeka Peak,0.23,3,0,53009
2654,2020-01-02,Seattle-10th & Weller,0.3,4,0,53033
2658,2020-01-02,Seattle-Beacon Hill,0.17,2,0,53033
2722,2020-01-02,Horicon Wildlife Area,0.1,1,0,55027
2743,2020-01-02,MILWAUKEE COLLEGE AVE.-NR,0.28,3,0,55079
2764,2020-01-02,Converse County Long-Term,0.07,1,0,56009
2774,2020-01-02,Cheyenne NCore,0.13,1,0,56021
2820,2020-01-02,SPABC14 COBACH,2.64,30,0,80002
2830,2020-01-02,Long Beach Signal Hill,1.48,17,0,84006
2939,2020-02-02,Garden,0.91,10,0,02020
2946,2020-02-02,NCore,0.92,10,0,02090
2989,2020-02-02,Phoenix JLG Supersite,0.7,8,0,04013
3056,2020-02-02,Oakland,0.46,5,0,06001
3060,2020-02-02,Oakland West,0.36,4,0,06001
3065,2020-02-02,Laney College,0.52,6,0,06001
3067,2020-02-02,Berkeley Aquatic Park,0.56,6,0,06001
3071,2020-02-02,Pleasanton - Owens Ct.,0.41,5,0,06001
3079,2020-02-02,Chico -  East,0.4,5,0,06007
3094,2020-02-02,Concord,0.51,6,0,06013
3100,2020-02-02,Bethel Island,0.55,6,0,06013
3104,2020-02-02,San Pablo - Rumrill,0.32,4,0,06013
3116,2020-02-02,Fresno - Garland,1.05,12,0,06019
3128,2020-02-02,Clovis - N. Villa Ave,0.54,6,0,06019
3138,2020-02-02,Calexico - Ethel Street,0.44,5,0,06025
3154,2020-02-02,NCore - White Mountain Research Station - OVL,0.11,1,0,06027
3184,2020-02-02,Bakersfield-Muni,0.28,3,0,06029
3191,2020-02-02,Azusa,0.28,3,0,06037
3194,2020-02-02,Glendora - Laurel,0.23,3,0,06037
3199,2020-02-02,West Los Angeles - VA Hospital,0.54,6,0,06037
3202,2020-02-02,Los Angeles - N. Main Street,0.6,7,0,06037
3207,2020-02-02,Reseda,1.02,12,0,06037
3211,2020-02-02,Compton,2.35,27,0,06037
3214,2020-02-02,Pico Rivera,0.92,10,0,06037
3217,2020-02-02,Pomona,0.64,7,0,06037
3220,2020-02-02,Pasadena,0.34,4,0,06037
3224,2020-02-02,LAX-Hastings,0.88,10,0,06037
3228,2020-02-02,Santa Clarita,0.34,4,0,06037
3241,2020-02-02,San Rafael,0.22,3,0,06041
3269,2020-02-02,Salinas AMS,0.29,3,0,06053
3273,2020-02-02,Napa - Napa Valley College,0.63,7,0,06055
3278,2020-02-02,Anaheim,0.98,11,0,06059
3283,2020-02-02,Anaheim Near Road,0.94,11,0,06059
3284,2020-02-02,Mission Viejo,0.19,2,0,06059
3288,2020-02-02,La Habra,0.69,8,0,06059
3322,2020-02-02,Palm Springs - Fire Station,0.19,2,0,06065
3327,2020-02-02,Riverside - Rubidoux,0.55,6,0,06065
3333,2020-02-02,Mira Loma - Van Buren,0.73,8,0,06065
3338,2020-02-02,Lake Elsinore - W. Flint Street,0.34,4,0,06065
3345,2020-02-02,Arden Arcade - Del Paso Manor,0.53,6,0,06067
3357,2020-02-02,Bercut Dr,0.6,7,0,06067
3376,2020-02-02,Ontario Near Road,0.36,4,0,06071
3380,2020-02-02,Upland,0.34,4,0,06071
3387,2020-02-02,Fontana - Arrow Highway,0.39,4,0,06071
3398,2020-02-02,San Bernadino - 4th Street,0.67,8,0,06071
3418,2020-02-02,San Francisco,0.25,3,0,06075
3422,2020-02-02,Stockton - Hazelton Street,0.65,7,0,06077
3455,2020-02-02,Redwood City,0.46,5,0,06081
3462,2020-02-02,Santa Maria - Broadway,0.17,2,0,06083
3488,2020-02-02,San Jose - Jackson St.,0.34,4,0,06085
3492,2020-02-02,San Jose - Knox Ave,0.51,6,0,06085
3518,2020-02-02,Vallejo,0.52,6,0,06095
3528,2020-02-02,Sebastopol,0.44,5,0,06097
3532,2020-02-02,Modesto - 14th Street,0.66,8,0,06099
3578,2020-02-02,Welby - 78th Ave. & Steele St.,0.16,2,0,08001
3591,2020-02-02,Denver - CAMP - 2105 Broadway,0.22,3,0,08031
3597,2020-02-02,La Casa NCORE - 4545 Navajo St.,0.23,3,0,08031
3602,2020-02-02,I25 Denver,0.4,5,0,08031
3607,2020-02-02,Colorado Springs - Highway 24,0.46,5,0,08041
3621,2020-02-02,Ute 1,0.32,4,0,08067
3633,2020-02-02,Fort Collins - CSU - 708 S. Mason St.,0.26,3,0,08069
3651,2020-02-02,Hartford-Huntley,0.39,4,0,09003
3658,2020-02-02,Cornwall,0.19,2,0,09005
3664,2020-02-02,New Haven - Criscuolo Park,0.26,3,0,09009
3688,2020-02-02,MLK,0.34,4,0,10003
3708,2020-02-02,DCNearRoad,0.65,7,0,11001
3722,2020-02-02,NCORE,0.23,3,0,12011
3727,2020-02-02,Near Road,0.61,7,0,12011
3756,2020-02-02,Pepsi Place,0.19,2,0,12031
3772,2020-02-02,MUNRO STREET,0.47,5,0,12057
3819,2020-02-02,Lab Annex,0.46,5,0,12086
3824,2020-02-02,Winter Park,0.41,5,0,12095
3842,2020-02-02,Sawgrass Lake Park,0.42,5,0,12103
3885,2020-02-02,South DeKalb,0.72,8,0,13089
3895,2020-02-02,NR-Georgia Tech,0.56,6,0,13121
3924,2020-02-02,Kapolei,0.05,1,0,15003
3927,2020-02-02,Honolulu,0.32,4,0,15003
3939,2020-02-02,St. Lukes Meridian,0.13,1,0,16001
3944,2020-02-02,Boise Eastman,0.46,5,0,16001
4058,2020-02-02,Indpls-Washington Park,0.51,6,0,18097
4065,2020-02-02,Indpls - I-70 E,0.29,3,0,18097
4093,2020-02-02,Evansville-Lloyd,0.34,4,0,18163
4120,2020-02-02,"Davenport, 10th & Vine",0.19,2,0,19163
4177,2020-02-02,Cannons Lane,0.28,3,0,21111
4183,2020-02-02,Near Road,0.4,5,0,21111
4262,2020-02-02,MICMAC,0.2,2,0,23003
4286,2020-02-02,Essex,0.59,7,0,24005
4299,2020-02-02,Piney Run,0.11,1,0,24023
4307,2020-02-02,Howard County Near Road,0.46,5,0,24027
4311,2020-02-02,HU-Beltsville,0.29,3,0,24033
4357,2020-02-02,Boston - Roxbury,0.39,4,0,25025
4362,2020-02-02,Boston-Von Hillern,0.45,5,0,25025
4366,2020-02-02,Worcester,0.47,5,0,25027
4378,2020-02-02,GRAND RAPIDS,0.6,7,0,26081
4396,2020-02-02,ALLEN PARK,0.0,0,0,26163
4404,2020-02-02,Eliza Howell- Roadway,0.5,6,0,26163
4408,2020-02-02,DET POLICE 4TH,0.32,4,0,26163
4411,2020-02-02,TRINITY ST MARKS,0.42,5,0,26163
4417,2020-02-02,Blaine,0.19,2,0,27003
4430,2020-02-02,Lakeville - Near Road,0.23,3,0,27037
4434,2020-02-02,Minneapolis-Downtown,0.36,4,0,27053
4436,2020-02-02,Minneapolis-Near Road,0.5,6,0,27053
4462,2020-02-02,Jackson NCORE,0.23,3,0,28049
4483,2020-02-02,Blue Ridge I-70,0.59,7,0,29095
4496,2020-02-02,BLAIR STREET,1.16,13,0,29510
4503,2020-02-02,Forest Park,0.85,10,0,29510
4516,2020-02-02,West Yellowstone Park Ent #2,0.19,2,0,30031
4553,2020-02-02,NCORE,0.25,3,0,31055
4560,2020-02-02,77th and Dodge,0.69,8,0,31055
4586,2020-02-02,Jerome Mack,1.75,20,0,32003
4592,2020-02-02,Sunrise Acres,1.37,16,0,32003
4602,2020-02-02,RT,0.78,9,0,32003
4612,2020-02-02,Reno3,0.16,2,0,32031
4624,2020-02-02,Sparks,0.22,3,0,32031
4650,2020-02-02,Miller State Park,0.2,2,0,33011
4662,2020-02-02,Londonderry - Moose Hill,0.39,4,0,33015
4671,2020-02-02,Fort Lee Near Road,0.26,3,0,34003
4672,2020-02-02,Camden Spruce St,0.34,4,0,34007
4680,2020-02-02,Newark Firehouse,0.34,4,0,34013
4688,2020-02-02,Jersey City,0.2,2,0,34017
4704,2020-02-02,Elizabeth,0.4,5,0,34039
4706,2020-02-02,Elizabeth Trailer,0.2,2,0,34039
4846,2020-02-02,Burdens Creek,0.19,2,0,37063
4876,2020-02-02,Millbrook NCore,0.22,3,0,37183
4880,2020-02-02,Triple Oak - Near Road,0.48,6,0,37183
4889,2020-02-02,Bismarck Residential,0.16,2,0,38015
4934,2020-02-02,Galleria,0.27,3,0,39035
4935,2020-02-02,G.T.Craig,0.2,2,0,39035
4942,2020-02-02,Cleveland Near Road,0.2,2,0,39035
4948,2020-02-02,Columbus NR - Smoky Row,0.13,1,0,39049
4954,2020-02-02,Taft,0.17,2,0,39061
4960,2020-02-02,Cincinnati Near Road,0.51,6,0,39061
4978,2020-02-02,Preble County,0.14,2,0,39135
4988,2020-02-02,STILWELL CASTNET & NCORE,0.27,3,0,40001
5013,2020-02-02,Near Road OKC,0.71,8,0,40109
5016,2020-02-02,North OKC,0.29,3,0,40109
5037,2020-02-02,Tulsa,0.23,3,0,40143
5190,2020-02-02,NEW,0.41,5,0,42101
5199,2020-02-02,TOR,0.54,6,0,42101
5201,2020-02-02,MON,0.69,8,0,42101
5229,2020-02-02,Near Road,0.65,7,0,44007
5231,2020-02-02,E Providence,0.28,3,0,44007
5294,2020-02-02,Look Rock - GSMNP,0.14,2,0,47009
5528,2020-02-02,Underhill,0.22,3,0,50007
5533,2020-02-02,Burlington,0.46,5,0,50007
5535,2020-02-02,RUTLAND,0.27,3,0,50021
5541,2020-02-02,AURORA HILLS,0.4,5,0,51013
5548,2020-02-02,MATH & SCIENCE CTR,0.29,3,0,51087
5558,2020-02-02,EAST VINTON ELEMENTARY SCHOOL,0.07,1,0,51161
5562,2020-02-02,HAMPTON,0.0,0,0,51650
5565,2020-02-02,NORFOLK - NOAA,0.29,3,0,51710
5574,2020-02-02,Cheeka Peak,0.16,2,0,53009
5592,2020-02-02,Seattle-10th & Weller,0.52,6,0,53033
5596,2020-02-02,Seattle-Beacon Hill,0.29,3,0,53033
5660,2020-02-02,Horicon Wildlife Area,0.07,1,0,55027
5681,2020-02-02,MILWAUKEE COLLEGE AVE.-NR,0.28,3,0,55079
5702,2020-02-02,Converse County Long-Term,0.08,1,0,56009
5712,2020-02-02,Cheyenne NCore,0.14,2,0,56021
5758,2020-02-02,SPABC14 COBACH,1.75,20,0,80002
5771,2020-02-02,Long Beach Signal Hill,1.28,15,0,84006
5879,2020-03-02,Garden,0.65,7,0,02020
5887,2020-03-02,NCore,1.15,13,0,02090
5930,2020-03-02,Phoenix JLG Supersite,0.4,5,0,04013
5999,2020-03-02,Oakland,0.5,6,0,06001
6003,2020-03-02,Oakland West,0.2,2,0,06001
6008,2020-03-02,Laney College,0.29,3,0,06001
6010,2020-03-02,Berkeley Aquatic Park,0.47,5,0,06001
6014,2020-03-02,Pleasanton - Owens Ct.,0.41,5,0,06001
6022,2020-03-02,Chico -  East,0.22,3,0,06007
6037,2020-03-02,Concord,0.46,5,0,06013
6043,2020-03-02,Bethel Island,0.28,3,0,06013
6047,2020-03-02,San Pablo - Rumrill,0.19,2,0,06013
6059,2020-03-02,Fresno - Garland,0.67,8,0,06019
6071,2020-03-02,Clovis - N. Villa Ave,0.48,6,0,06019
6081,2020-03-02,Calexico - Ethel Street,0.11,1,0,06025
6097,2020-03-02,NCore - White Mountain Research Station - OVL,0.11,1,0,06027
6127,2020-03-02,Bakersfield-Muni,0.17,2,0,06029
6134,2020-03-02,Azusa,0.19,2,0,06037
6137,2020-03-02,Glendora - Laurel,0.14,2,0,06037
6142,2020-03-02,West Los Angeles - VA Hospital,0.28,3,0,06037
6145,2020-03-02,Los Angeles - N. Main Street,0.69,8,0,06037
6150,2020-03-02,Reseda,0.22,3,0,06037
6154,2020-03-02,Compton,0.82,9,0,06037
6157,2020-03-02,Pico Rivera,0.68,8,0,06037
6160,2020-03-02,Pomona,0.32,4,0,06037
6163,2020-03-02,Pasadena,0.14,2,0,06037
6167,2020-03-02,LAX-Hastings,0.23,3,0,06037
6171,2020-03-02,Santa Clarita,0.16,2,0,06037
6184,2020-03-02,San Rafael,0.26,3,0,06041
6212,2020-03-02,Salinas AMS,0.36,4,0,06053
6216,2020-03-02,Napa - Napa Valley College,0.59,7,0,06055
6224,2020-03-02,Anaheim,0.27,3,0,06059
6229,2020-03-02,Anaheim Near Road,0.46,5,0,06059
6230,2020-03-02,Mission Viejo,0.17,2,0,06059
6234,2020-03-02,La Habra,0.16,2,0,06059
6268,2020-03-02,Palm Springs - Fire Station,0.13,1,0,06065
6274,2020-03-02,Riverside - Rubidoux,0.11,1,0,06065
6280,2020-03-02,Mira Loma - Van Buren,0.08,1,0,06065
6285,2020-03-02,Lake Elsinore - W. Flint Street,0.2,2,0,06065
6292,2020-03-02,Arden Arcade - Del Paso Manor,0.14,2,0,06067
6304,2020-03-02,Bercut Dr,0.26,3,0,06067
6323,2020-03-02,Ontario Near Road,0.16,2,0,06071
6327,2020-03-02,Upland,0.23,3,0,06071
6335,2020-03-02,Fontana - Arrow Highway,0.07,1,0,06071
6346,2020-03-02,San Bernadino - 4th Street,0.05,1,0,06071
6366,2020-03-02,San Francisco,0.28,3,0,06075
6370,2020-03-02,Stockton - Hazelton Street,0.17,2,0,06077
6402,2020-03-02,Redwood City,0.58,7,0,06081
6409,2020-03-02,Santa Maria - Broadway,0.25,3,0,06083
6436,2020-03-02,San Jose - Jackson St.,0.65,7,0,06085
6439,2020-03-02,San Jose - Knox Ave,0.71,8,0,06085
6465,2020-03-02,Vallejo,0.78,9,0,06095
6475,2020-03-02,Sebastopol,0.45,5,0,06097
6479,2020-03-02,Modesto - 14th Street,0.2,2,0,06099
6526,2020-03-02,Welby - 78th Ave. & Steele St.,0.1,1,0,08001
6540,2020-03-02,Denver - CAMP - 2105 Broadway,0.25,3,0,08031
6546,2020-03-02,La Casa NCORE - 4545 Navajo St.,0.11,1,0,08031
6551,2020-03-02,I25 Denver,0.22,3,0,08031
6558,2020-03-02,Colorado Springs - Highway 24,0.22,3,0,08041
6573,2020-03-02,Ute 1,0.29,3,0,08067
6585,2020-03-02,Fort Collins - CSU - 708 S. Mason St.,0.17,2,0,08069
6603,2020-03-02,Hartford-Huntley,0.89,10,0,09003
6610,2020-03-02,Cornwall,0.17,2,0,09005
6616,2020-03-02,New Haven - Criscuolo Park,0.56,6,0,09009
6640,2020-03-02,MLK,0.69,8,0,10003
6659,2020-03-02,DCNearRoad,0.85,10,0,11001
6672,2020-03-02,NCORE,0.72,8,0,12011
6677,2020-03-02,Near Road,1.29,15,0,12011
6706,2020-03-02,Pepsi Place,0.3,4,0,12031
6721,2020-03-02,MUNRO STREET,0.47,5,0,12057
6767,2020-03-02,Lab Annex,0.4,5,0,12086
6771,2020-03-02,Winter Park,0.54,6,0,12095
6789,2020-03-02,Sawgrass Lake Park,0.46,5,0,12103
6831,2020-03-02,South DeKalb,0.7,8,0,13089
6841,2020-03-02,NR-Georgia Tech,0.53,6,0,13121
6867,2020-03-02,Kapolei,0.05,1,0,15003
6870,2020-03-02,Honolulu,0.34,4,0,15003
6882,2020-03-02,St. Lukes Meridian,0.14,2,0,16001
6886,2020-03-02,Boise Eastman,0.46,5,0,16001
6915,2020-03-02,Bondville,0.1,1,0,17019
7003,2020-03-02,Indpls-Washington Park,0.53,6,0,18097
7010,2020-03-02,Indpls - I-70 E,0.33,4,0,18097
7041,2020-03-02,Evansville-Lloyd,0.3,4,0,18163
7067,2020-03-02,"Davenport, 10th & Vine",0.2,2,0,19163
7124,2020-03-02,Cannons Lane,0.23,3,0,21111
7130,2020-03-02,Near Road,0.48,6,0,21111
7209,2020-03-02,MICMAC,0.2,2,0,23003
7230,2020-03-02,Essex,0.84,10,0,24005
7242,2020-03-02,Piney Run,0.1,1,0,24023
7249,2020-03-02,Howard County Near Road,0.36,4,0,24027
7253,2020-03-02,HU-Beltsville,0.34,4,0,24033
7298,2020-03-02,Boston - Roxbury,0.63,7,0,25025
7303,2020-03-02,Boston-Von Hillern,0.56,6,0,25025
7307,2020-03-02,Worcester,0.69,8,0,25027
7319,2020-03-02,GRAND RAPIDS,1.01,11,0,26081
7337,2020-03-02,ALLEN PARK,0.0,0,0,26163
7345,2020-03-02,Eliza Howell- Roadway,0.78,9,0,26163
7349,2020-03-02,DET POLICE 4TH,0.5,6,0,26163
7352,2020-03-02,TRINITY ST MARKS,0.56,6,0,26163
7358,2020-03-02,Blaine,0.2,2,0,27003
7371,2020-03-02,Lakeville - Near Road,0.28,3,0,27037
7375,2020-03-02,Minneapolis-Downtown,0.45,5,0,27053
7377,2020-03-02,Minneapolis-Near Road,0.48,6,0,27053
7402,2020-03-02,Jackson NCORE,0.13,1,0,28049
7423,2020-03-02,Blue Ridge I-70,0.38,4,0,29095
7436,2020-03-02,BLAIR STREET,0.65,7,0,29510
7443,2020-03-02,Forest Park,0.76,9,0,29510
7456,2020-03-02,West Yellowstone Park Ent #2,0.14,2,0,30031
7492,2020-03-02,NCORE,0.2,2,0,31055
7499,2020-03-02,77th and Dodge,0.46,5,0,31055
7525,2020-03-02,Jerome Mack,0.16,2,0,32003
7531,2020-03-02,Sunrise Acres,0.29,3,0,32003
7541,2020-03-02,RT,0.2,2,0,32003
7551,2020-03-02,Reno3,0.75,9,0,32031
7563,2020-03-02,Sparks,0.68,8,0,32031
7589,2020-03-02,Miller State Park,0.16,2,0,33011
7603,2020-03-02,Londonderry - Moose Hill,0.25,3,0,33015
7612,2020-03-02,Fort Lee Near Road,0.57,7,0,34003
7613,2020-03-02,Camden Spruce St,0.57,7,0,34007
7620,2020-03-02,Newark Firehouse,1.37,16,0,34013
7628,2020-03-02,Jersey City,0.75,9,0,34017
7644,2020-03-02,Elizabeth,1.25,14,0,34039
7646,2020-03-02,Elizabeth Trailer,0.6,7,0,34039
7782,2020-03-02,Burdens Creek,0.22,3,0,37063
7812,2020-03-02,Millbrook NCore,0.39,4,0,37183
7816,2020-03-02,Triple Oak - Near Road,0.48,6,0,37183
7825,2020-03-02,Bismarck Residential,0.2,2,0,38015
7870,2020-03-02,Galleria,0.69,8,0,39035
7871,2020-03-02,G.T.Craig,0.65,7,0,39035
7878,2020-03-02,Cleveland Near Road,0.4,5,0,39035
7884,2020-03-02,Columbus NR - Smoky Row,0.34,4,0,39049
7890,2020-03-02,Taft,0.2,2,0,39061
7896,2020-03-02,Cincinnati Near Road,0.81,9,0,39061
7914,2020-03-02,Preble County,0.14,2,0,39135
7924,2020-03-02,STILWELL CASTNET & NCORE,0.2,2,0,40001
7949,2020-03-02,Near Road OKC,0.61,7,0,40109
7952,2020-03-02,North OKC,0.29,3,0,40109
7973,2020-03-02,Tulsa,0.2,2,0,40143
8125,2020-03-02,NEW,0.8,9,0,42101
8134,2020-03-02,TOR,0.81,9,0,42101
8136,2020-03-02,MON,0.95,11,0,42101
8164,2020-03-02,Near Road,1.28,15,0,44007
8166,2020-03-02,E Providence,0.81,9,0,44007
8231,2020-03-02,Look Rock - GSMNP,0.14,2,0,47009
