,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
501,02/25/20,Sand Mountain,OZONE-1HR,PPB,34.0,1,-999,-999,01049
502,02/25/20,Sand Mountain,OZONE-8HR,PPB,32.0,8,30,0,01049
505,02/25/20,NO. BHAM,OZONE-1HR,PPB,37.0,1,-999,-999,01073
506,02/25/20,NO. BHAM,OZONE-8HR,PPB,33.0,8,31,0,01073
507,02/25/20,NO. BHAM,PM10-24hr,UG/M3,12.0,24,11,0,01073
508,02/25/20,MCADORY,PM2.5-24hr,UG/M3,4.8,24,20,0,01073
509,02/25/20,WYLAM,PM10-24hr,UG/M3,8.0,24,7,0,01073
510,02/25/20,CORNER,PM2.5-24hr,UG/M3,4.1,24,17,0,01073
511,02/25/20,Shuttlesworth,PM10-24hr,UG/M3,23.0,24,22,0,01073
512,02/25/20,Shuttlesworth,PM2.5-24hr,UG/M3,12.1,24,51,1,01073
513,02/25/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,5.2,24,22,0,01089
821,02/25/20,Garden,CO-8hr,PPM,2.06,1,23,0,02020
822,02/25/20,Garden,PM10-24hr,UG/M3,9.0,24,9,0,02020
823,02/25/20,Garden,PM2.5-24hr,UG/M3,6.3,24,26,0,02020
824,02/25/20,Parkgate (Eagle River),PM10-24hr,UG/M3,10.0,24,10,0,02020
835,02/25/20,Bethel,PM10-24hr,UG/M3,4.0,24,4,0,02050
836,02/25/20,Bethel,PM2.5-24hr,UG/M3,3.5,24,15,0,02050
837,02/25/20,Denali NPP,OZONE-1HR,PPB,43.0,1,-999,-999,02068
838,02/25/20,Denali NPP,OZONE-8HR,PPB,41.0,8,38,0,02068
839,02/25/20,NCore,CO-8hr,PPM,0.76,1,9,0,02090
840,02/25/20,NCore,OZONE-1HR,PPB,8.0,1,-999,-999,02090
841,02/25/20,NCore,OZONE-8HR,PPB,7.0,8,6,0,02090
842,02/25/20,NCore,PM10-24hr,UG/M3,35.0,24,32,0,02090
843,02/25/20,NCore,PM2.5-24hr,UG/M3,22.4,24,73,1,02090
844,02/25/20,NCore,SO2-24HR,PPB,11.0,24,-999,-999,02090
845,02/25/20,Hurst Road,PM2.5-24hr,UG/M3,33.1,24,95,1,02090
846,02/25/20,Floyd Dryden,PM10-24hr,UG/M3,3.0,24,3,0,02110
847,02/25/20,Floyd Dryden,PM2.5-24hr,UG/M3,0.5,24,2,0,02110
863,02/25/20,Butte (Harrison Court),PM10-24hr,UG/M3,5.0,24,6,0,02170
864,02/25/20,Butte (Harrison Court),PM2.5-24hr,UG/M3,4.6,24,20,0,02170
1248,02/25/20,Paul Spur Chemical Lime Plant,PM10-24hr,UG/M3,8.0,24,8,0,04003
1249,02/25/20,Douglas Red Cross,PM10-24hr,UG/M3,14.0,24,14,0,04003
1250,02/25/20,Chiricahua NM,OZONE-1HR,PPB,52.0,1,-999,-999,04003
1251,02/25/20,Chiricahua NM,OZONE-8HR,PPB,50.0,8,46,0,04003
1252,02/25/20,Flagstaff Middle School,OZONE-1HR,PPB,48.0,1,-999,-999,04005
1253,02/25/20,Grand Canyon NP,OZONE-1HR,PPB,49.0,1,-999,-999,04005
1254,02/25/20,Grand Canyon NP,OZONE-8HR,PPB,47.0,8,44,0,04005
1255,02/25/20,Payson Well Site,PM10-24hr,UG/M3,10.0,24,10,0,04007
1256,02/25/20,Tonto National Monument,OZONE-1HR,PPB,51.0,1,-999,-999,04007
1257,02/25/20,Tonto National Monument,OZONE-8HR,PPB,49.0,8,45,0,04007
1258,02/25/20,Miami Jones Ranch,SO2-24HR,PPB,4.0,24,-999,-999,04007
1259,02/25/20,Miami Town Site,SO2-24HR,PPB,5.0,24,-999,-999,04007
1260,02/25/20,Hayden,PM10-24hr,UG/M3,10.0,24,10,0,04007
