,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
537,03/05/20,Sand Mountain,OZONE-1HR,PPB,42.0,1,-999,-999,01049
538,03/05/20,Sand Mountain,OZONE-8HR,PPB,38.0,8,35,0,01049
543,03/05/20,NO. BHAM,OZONE-1HR,PPB,47.0,1,-999,-999,01073
544,03/05/20,NO. BHAM,OZONE-8HR,PPB,38.0,8,35,0,01073
545,03/05/20,NO. BHAM,PM10-24hr,UG/M3,8.0,24,7,0,01073
546,03/05/20,FAIRFIELD,OZONE-1HR,PPB,48.0,1,-999,-999,01073
547,03/05/20,FAIRFIELD,OZONE-8HR,PPB,35.0,8,32,0,01073
548,03/05/20,MCADORY,OZONE-1HR,PPB,46.0,1,-999,-999,01073
549,03/05/20,MCADORY,OZONE-8HR,PPB,29.0,8,27,0,01073
550,03/05/20,MCADORY,PM2.5-24hr,UG/M3,4.0,24,17,0,01073
551,03/05/20,WYLAM,PM10-24hr,UG/M3,4.0,24,5,0,01073
552,03/05/20,WYLAM,PM2.5-24hr,UG/M3,3.5,24,15,0,01073
553,03/05/20,CORNER,OZONE-1HR,PPB,43.0,1,-999,-999,01073
554,03/05/20,CORNER,OZONE-8HR,PPB,39.0,8,36,0,01073
555,03/05/20,CORNER,PM2.5-24hr,UG/M3,3.5,24,15,0,01073
556,03/05/20,TARRANT,OZONE-1HR,PPB,45.0,1,-999,-999,01073
557,03/05/20,TARRANT,OZONE-8HR,PPB,32.0,8,30,0,01073
558,03/05/20,Shuttlesworth,PM10-24hr,UG/M3,8.0,24,7,0,01073
559,03/05/20,Shuttlesworth,PM2.5-24hr,UG/M3,4.8,24,20,0,01073
560,03/05/20,Huntsville Old Airport,OZONE-1HR,PPB,42.0,1,-999,-999,01089
561,03/05/20,Huntsville Old Airport,OZONE-8HR,PPB,35.0,8,32,0,01089
562,03/05/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,7.0,24,30,0,01089
563,03/05/20,Huntsville Capshaw,OZONE-1HR,PPB,40.0,1,-999,-999,01089
564,03/05/20,Huntsville Capshaw,OZONE-8HR,PPB,35.0,8,32,0,01089
853,03/05/20,Garden,CO-8hr,PPM,1.07,1,12,0,02020
854,03/05/20,Garden,PM10-24hr,UG/M3,9.0,24,9,0,02020
855,03/05/20,Garden,PM2.5-24hr,UG/M3,6.7,24,28,0,02020
856,03/05/20,Parkgate (Eagle River),PM10-24hr,UG/M3,7.0,24,7,0,02020
868,03/05/20,Bethel,PM10-24hr,UG/M3,6.0,24,6,0,02050
869,03/05/20,Bethel,PM2.5-24hr,UG/M3,7.5,24,32,0,02050
870,03/05/20,Denali NPP,OZONE-1HR,PPB,40.0,1,-999,-999,02068
871,03/05/20,NCore,CO-8hr,PPM,0.59,1,7,0,02090
872,03/05/20,NCore,OZONE-1HR,PPB,19.0,1,-999,-999,02090
873,03/05/20,NCore,OZONE-8HR,PPB,14.0,8,13,0,02090
874,03/05/20,NCore,PM10-24hr,UG/M3,29.0,24,27,0,02090
875,03/05/20,NCore,PM2.5-24hr,UG/M3,17.0,24,61,1,02090
876,03/05/20,NCore,SO2-24HR,PPB,8.0,24,-999,-999,02090
877,03/05/20,Hurst Road,PM2.5-24hr,UG/M3,40.5,24,113,2,02090
878,03/05/20,Floyd Dryden,PM10-24hr,UG/M3,9.0,24,8,0,02110
879,03/05/20,Floyd Dryden,PM2.5-24hr,UG/M3,2.2,24,9,0,02110
895,03/05/20,Butte (Harrison Court),PM10-24hr,UG/M3,4.0,24,5,0,02170
896,03/05/20,Butte (Harrison Court),PM2.5-24hr,UG/M3,2.7,24,11,0,02170
1306,03/05/20,Douglas Red Cross,PM10-24hr,UG/M3,10.0,24,10,0,04003
1307,03/05/20,Chiricahua NM,OZONE-1HR,PPB,48.0,1,-999,-999,04003
1308,03/05/20,Chiricahua NM,OZONE-8HR,PPB,47.0,8,44,0,04003
1309,03/05/20,Flagstaff Middle School,OZONE-1HR,PPB,48.0,1,-999,-999,04005
1310,03/05/20,Flagstaff Middle School,OZONE-8HR,PPB,46.0,8,43,0,04005
1311,03/05/20,Grand Canyon NP,OZONE-1HR,PPB,46.0,1,-999,-999,04005
1312,03/05/20,Grand Canyon NP,OZONE-8HR,PPB,44.0,8,41,0,04005
1313,03/05/20,Payson Well Site,PM10-24hr,UG/M3,17.0,24,17,0,04007
1314,03/05/20,Tonto National Monument,OZONE-1HR,PPB,45.0,1,-999,-999,04007
1315,03/05/20,Tonto National Monument,OZONE-8HR,PPB,43.0,8,40,0,04007
1316,03/05/20,Miami Jones Ranch,SO2-24HR,PPB,4.0,24,-999,-999,04007
1317,03/05/20,Miami Town Site,SO2-24HR,PPB,2.0,24,-999,-999,04007
1318,03/05/20,Hayden,PM10-24hr,UG/M3,10.0,24,10,0,04007
1319,03/05/20,Hayden,SO2-24HR,PPB,1.0,24,-999,-999,04007
1320,03/05/20,Miami Golf Course,PM10-24hr,UG/M3,16.0,24,16,0,04007
1330,03/05/20,Alamo Lake,OZONE-1HR,PPB,46.0,1,-999,-999,04012
1331,03/05/20,Alamo Lake,OZONE-8HR,PPB,42.0,8,39,0,04012
1332,03/05/20,Alamo Lake,PM10-24hr,UG/M3,5.0,24,6,0,04012
1333,03/05/20,Alamo Lake,PM2.5-24hr,UG/M3,1.0,24,4,0,04012
1350,03/05/20,Ft McD Yuma Frank-AZ,OZONE-1HR,PPB,0.0,1,-999,-999,04013
1351,03/05/20,Ft McD Yuma Frank-AZ,OZONE-8HR,PPB,0.0,8,0,0,04013
1352,03/05/20,Ft McD Yuma Frank-AZ,PM10-24hr,UG/M3,14.0,24,13,0,04013
1397,03/05/20,StJohns,PM10-24hr,UG/M3,20.0,24,19,0,04013
1399,03/05/20,Senior Center,OZONE-1HR,PPB,46.0,1,-999,-999,04013
1400,03/05/20,Senior Center,OZONE-8HR,PPB,43.0,8,40,0,04013
1401,03/05/20,Senior Center,PM10-24hr,UG/M3,23.0,24,21,0,04013
1402,03/05/20,Red Mountain,OZONE-1HR,PPB,46.0,1,-999,-999,04013
1403,03/05/20,Red Mountain,OZONE-8HR,PPB,42.0,8,39,0,04013
1404,03/05/20,LEHI,OZONE-1HR,PPB,47.0,1,-999,-999,04013
1405,03/05/20,LEHI,OZONE-8HR,PPB,43.0,8,40,0,04013
1406,03/05/20,LEHI,PM10-24hr,UG/M3,11.0,24,11,0,04013
1407,03/05/20,High School,OZONE-1HR,PPB,42.0,1,-999,-999,04013
1408,03/05/20,High School,OZONE-8HR,PPB,39.0,8,36,0,04013
1409,03/05/20,High School,PM10-24hr,UG/M3,22.0,24,21,0,04013
1419,03/05/20,Phoenix JLG Supersite,CO-8hr,PPM,0.46,1,5,0,04013
1420,03/05/20,Phoenix JLG Supersite,OZONE-1HR,PPB,46.0,1,-999,-999,04013
1421,03/05/20,Phoenix JLG Supersite,PM10-24hr,UG/M3,19.0,24,19,0,04013
1422,03/05/20,Phoenix JLG Supersite,PM2.5-24hr,UG/M3,6.1,24,25,0,04013
1423,03/05/20,Phoenix JLG Supersite,SO2-24HR,PPB,0.0,24,-999,-999,04013
1424,03/05/20,Bullhead City,PM10-24hr,UG/M3,7.0,24,7,0,04015
1425,03/05/20,Petrified Forest NP,OZONE-1HR,PPB,45.0,1,-999,-999,04017
1426,03/05/20,Petrified Forest NP,OZONE-8HR,PPB,43.0,8,40,0,04017
1427,03/05/20,Ajo,PM10-24hr,UG/M3,11.0,24,10,0,04019
1428,03/05/20,Orange Grove,PM10-24hr,UG/M3,19.0,24,18,0,04019
1429,03/05/20,Orange Grove,PM2.5-24hr,UG/M3,1.6,24,7,0,04019
1430,03/05/20,Saguaro Monument,OZONE-1HR,PPB,49.0,1,-999,-999,04019
1431,03/05/20,Saguaro Monument,OZONE-8HR,PPB,47.0,8,44,0,04019
1432,03/05/20,South Tucson,PM10-24hr,UG/M3,23.0,24,21,0,04019
1433,03/05/20,22nd Street & Craycroft,OZONE-1HR,PPB,45.0,1,-999,-999,04019
1434,03/05/20,22nd Street & Craycroft,OZONE-8HR,PPB,42.0,8,39,0,04019
1435,03/05/20,Tangerine & Camino de Oeste,OZONE-1HR,PPB,47.0,1,-999,-999,04019
1436,03/05/20,Tangerine & Camino de Oeste,OZONE-8HR,PPB,45.0,8,42,0,04019
1437,03/05/20,Fairgrounds,OZONE-1HR,PPB,47.0,1,-999,-999,04019
1438,03/05/20,Fairgrounds,OZONE-8HR,PPB,45.0,8,42,0,04019
1439,03/05/20,Children's Park Site,OZONE-1HR,PPB,47.0,1,-999,-999,04019
1440,03/05/20,Children's Park Site,OZONE-8HR,PPB,45.0,8,42,0,04019
1441,03/05/20,Children's Park Site,PM2.5-24hr,UG/M3,1.6,24,7,0,04019
1442,03/05/20,Green Valley,OZONE-1HR,PPB,48.0,1,-999,-999,04019
1443,03/05/20,Green Valley,OZONE-8HR,PPB,46.0,8,43,0,04019
1444,03/05/20,Green Valley,PM10-24hr,UG/M3,8.0,24,8,0,04019
1445,03/05/20,Rose Elementary,OZONE-1HR,PPB,44.0,1,-999,-999,04019
1446,03/05/20,Rose Elementary,OZONE-8HR,PPB,42.0,8,39,0,04019
1447,03/05/20,Rose Elementary,PM2.5-24hr,UG/M3,2.5,24,10,0,04019
1448,03/05/20,Coachline,OZONE-1HR,PPB,48.0,1,-999,-999,04019
1449,03/05/20,Coachline,OZONE-8HR,PPB,44.0,8,41,0,04019
1450,03/05/20,Geronimo,PM10-24hr,UG/M3,22.0,24,20,0,04019
1451,03/05/20,Geronimo,PM2.5-24hr,UG/M3,2.5,24,11,0,04019
1485,03/05/20,Sacaton,PM10-24hr,UG/M3,20.0,24,19,0,04021
1486,03/05/20,CasaBlanca,PM10-24hr,UG/M3,41.0,24,38,0,04021
1487,03/05/20,Queen Valley,OZONE-1HR,PPB,49.0,1,-999,-999,04021
1488,03/05/20,Queen Valley,OZONE-8HR,PPB,48.0,8,44,0,04021
1493,03/05/20,Nogales Post Office,PM10-24hr,UG/M3,23.0,24,22,0,04023
1494,03/05/20,Nogales Post Office,PM2.5-24hr,UG/M3,7.1,24,30,0,04023
1495,03/05/20,Prescott Pioneer Park,OZONE-1HR,PPB,47.0,1,-999,-999,04025
1496,03/05/20,Prescott Pioneer Park,OZONE-8HR,PPB,45.0,8,42,0,04025
1497,03/05/20,Yuma Supersite,OZONE-1HR,PPB,45.0,1,-999,-999,04027
1498,03/05/20,Yuma Supersite,OZONE-8HR,PPB,43.0,8,40,0,04027
1499,03/05/20,Yuma Supersite,PM10-24hr,UG/M3,22.0,24,21,0,04027
1500,03/05/20,Yuma Supersite,PM2.5-24hr,UG/M3,5.8,24,25,0,04027
1612,03/05/20,Caddo Valley,OZONE-1HR,PPB,60.0,1,-999,-999,05019
1613,03/05/20,MARION,OZONE-1HR,PPB,46.0,1,-999,-999,05035
1614,03/05/20,MARION,OZONE-8HR,PPB,41.0,8,38,0,05035
1615,03/05/20,MARION,PM2.5-24hr,UG/M3,6.1,24,26,0,05035
1616,03/05/20,DEER,OZONE-1HR,PPB,48.0,1,-999,-999,05101
1617,03/05/20,DEER,OZONE-8HR,PPB,46.0,8,43,0,05101
1618,03/05/20,EAGLEMT,OZONE-1HR,PPB,56.0,1,-999,-999,05113
1619,03/05/20,PARR,OZONE-1HR,PPB,52.0,1,-999,-999,05119
1620,03/05/20,PARR,OZONE-8HR,PPB,47.0,8,44,0,05119
1621,03/05/20,PARR,PM2.5-24hr,UG/M3,7.2,24,30,0,05119
1622,03/05/20,NLRAP,OZONE-1HR,PPB,46.0,1,-999,-999,05119
1623,03/05/20,NLRAP,OZONE-8HR,PPB,44.0,8,41,0,05119
1624,03/05/20,ADEQ-DSR,PM2.5-24hr,UG/M3,8.0,24,34,0,05119
1625,03/05/20,SPRNGDLE,OZONE-1HR,PPB,47.0,1,-999,-999,05143
1626,03/05/20,SPRNGDLE,OZONE-8HR,PPB,45.0,8,42,0,05143
1627,03/05/20,SPRNGDLE,PM2.5-24hr,UG/M3,7.9,24,33,0,05143
1628,03/05/20,Fayetteville,OZONE-1HR,PPB,48.0,1,-999,-999,05143
1629,03/05/20,Livermore - Rincon,OZONE-1HR,PPB,40.0,1,-999,-999,06001
1630,03/05/20,Livermore - Rincon,OZONE-8HR,PPB,36.0,8,33,0,06001
1631,03/05/20,Livermore - Rincon,PM2.5-24hr,UG/M3,11.0,24,46,0,06001
1632,03/05/20,Oakland,CO-8hr,PPM,0.36,1,4,0,06001
1633,03/05/20,Oakland,OZONE-1HR,PPB,35.0,1,-999,-999,06001
1634,03/05/20,Oakland,OZONE-8HR,PPB,32.0,8,30,0,06001
1635,03/05/20,Oakland,PM2.5-24hr,UG/M3,11.2,24,47,0,06001
1636,03/05/20,Oakland West,CO-8hr,PPM,0.46,1,5,0,06001
1637,03/05/20,Oakland West,OZONE-1HR,PPB,38.0,1,-999,-999,06001
1638,03/05/20,Oakland West,OZONE-8HR,PPB,35.0,8,32,0,06001
1639,03/05/20,Oakland West,PM2.5-24hr,UG/M3,8.3,24,35,0,06001
1640,03/05/20,Oakland West,SO2-24HR,PPB,0.0,24,-999,-999,06001
1641,03/05/20,Laney College,CO-8hr,PPM,0.35,1,4,0,06001
1642,03/05/20,Laney College,PM2.5-24hr,UG/M3,9.7,24,41,0,06001
1643,03/05/20,Berkeley Aquatic Park,CO-8hr,PPM,0.46,1,5,0,06001
1644,03/05/20,Berkeley Aquatic Park,OZONE-1HR,PPB,39.0,1,-999,-999,06001
1645,03/05/20,Berkeley Aquatic Park,OZONE-8HR,PPB,33.0,8,31,0,06001
1646,03/05/20,Berkeley Aquatic Park,PM2.5-24hr,UG/M3,10.3,24,43,0,06001
1647,03/05/20,Pleasanton - Owens Ct.,CO-8hr,PPM,0.55,1,6,0,06001
1648,03/05/20,Pleasanton - Owens Ct.,PM2.5-24hr,UG/M3,12.4,24,52,1,06001
1649,03/05/20,Hayward,OZONE-1HR,PPB,39.0,1,-999,-999,06001
1650,03/05/20,Hayward,OZONE-8HR,PPB,35.0,8,32,0,06001
1651,03/05/20,Jackson - Clinton,OZONE-1HR,PPB,53.0,1,-999,-999,06005
1652,03/05/20,Jackson - Clinton,OZONE-8HR,PPB,44.0,8,41,0,06005
1653,03/05/20,Paradise - Airport,OZONE-1HR,PPB,64.0,1,-999,-999,06007
1654,03/05/20,Paradise - Airport,OZONE-8HR,PPB,59.0,8,64,1,06007
1655,03/05/20,Chico -  East,CO-8hr,PPM,0.29,1,3,0,06007
1656,03/05/20,Chico -  East,OZONE-1HR,PPB,60.0,1,-999,-999,06007
1657,03/05/20,Chico -  East,OZONE-8HR,PPB,52.0,8,48,0,06007
1658,03/05/20,Chico -  East,PM10-24hr,UG/M3,35.0,24,32,0,06007
1659,03/05/20,Chico -  East,PM2.5-24hr,UG/M3,13.2,24,53,1,06007
1660,03/05/20,Paradise Theater,PM2.5-24hr,UG/M3,6.2,24,26,0,06007
1661,03/05/20,San Andreas,OZONE-1HR,PPB,54.0,1,-999,-999,06009
1662,03/05/20,San Andreas,OZONE-8HR,PPB,48.0,8,44,0,06009
1663,03/05/20,San Andreas,PM10-24hr,UG/M3,18.0,24,18,0,06009
1664,03/05/20,San Andreas,PM2.5-24hr,UG/M3,10.1,24,42,0,06009
1665,03/05/20,Colusa - Sunrise Blvd.,OZONE-1HR,PPB,51.0,1,-999,-999,06011
1666,03/05/20,Colusa - Sunrise Blvd.,OZONE-8HR,PPB,41.0,8,38,0,06011
1667,03/05/20,Colusa - Sunrise Blvd.,PM10-24hr,UG/M3,32.0,24,30,0,06011
1668,03/05/20,Colusa - Sunrise Blvd.,PM2.5-24hr,UG/M3,9.1,24,38,0,06011
1669,03/05/20,Concord,CO-8hr,PPM,0.38,1,4,0,06013
1670,03/05/20,Concord,OZONE-1HR,PPB,42.0,1,-999,-999,06013
1671,03/05/20,Concord,OZONE-8HR,PPB,38.0,8,35,0,06013
1672,03/05/20,Concord,PM2.5-24hr,UG/M3,10.9,24,46,0,06013
1673,03/05/20,Concord,SO2-24HR,PPB,0.0,24,-999,-999,06013
1674,03/05/20,Richmond - 7th St,SO2-24HR,PPB,1.0,24,-999,-999,06013
1675,03/05/20,Bethel Island,CO-8hr,PPM,0.4,1,5,0,06013
1676,03/05/20,Bethel Island,OZONE-1HR,PPB,45.0,1,-999,-999,06013
1677,03/05/20,Bethel Island,OZONE-8HR,PPB,40.0,8,37,0,06013
1678,03/05/20,Bethel Island,SO2-24HR,PPB,1.0,24,-999,-999,06013
1679,03/05/20,San Pablo - Rumrill,CO-8hr,PPM,0.4,1,5,0,06013
1680,03/05/20,San Pablo - Rumrill,OZONE-1HR,PPB,39.0,1,-999,-999,06013
1681,03/05/20,San Pablo - Rumrill,OZONE-8HR,PPB,38.0,8,35,0,06013
1682,03/05/20,San Pablo - Rumrill,PM2.5-24hr,UG/M3,11.6,24,49,0,06013
1683,03/05/20,San Pablo - Rumrill,SO2-24HR,PPB,0.0,24,-999,-999,06013
1684,03/05/20,San Ramon,OZONE-1HR,PPB,39.0,1,-999,-999,06013
1685,03/05/20,San Ramon,OZONE-8HR,PPB,36.0,8,33,0,06013
1686,03/05/20,Placerville,OZONE-1HR,PPB,51.0,1,-999,-999,06017
1687,03/05/20,Placerville,OZONE-8HR,PPB,49.0,8,45,0,06017
1688,03/05/20,South Lake Tahoe - Sandy Way,PM10-24hr,UG/M3,14.0,24,14,0,06017
1689,03/05/20,Fresno - Drummond Street,OZONE-1HR,PPB,67.0,1,-999,-999,06019
1690,03/05/20,Fresno - Drummond Street,OZONE-8HR,PPB,55.0,8,51,1,06019
1691,03/05/20,Fresno - Garland,CO-8hr,PPM,0.46,1,5,0,06019
1692,03/05/20,Fresno - Garland,OZONE-1HR,PPB,54.0,1,-999,-999,06019
1693,03/05/20,Fresno - Garland,OZONE-8HR,PPB,45.0,8,42,0,06019
1694,03/05/20,Fresno - Garland,PM10-24hr,UG/M3,41.0,24,39,0,06019
1695,03/05/20,Fresno - Garland,PM2.5-24hr,UG/M3,13.4,24,54,1,06019
1696,03/05/20,Fresno - Garland,SO2-24HR,PPB,0.0,24,-999,-999,06019
1697,03/05/20,Huron,PM2.5-24hr,UG/M3,5.3,24,22,0,06019
1698,03/05/20,Tranquillity,OZONE-1HR,PPB,55.0,1,-999,-999,06019
1699,03/05/20,Tranquillity,OZONE-8HR,PPB,49.0,8,45,0,06019
1700,03/05/20,Tranquillity,PM2.5-24hr,UG/M3,8.3,24,35,0,06019
1701,03/05/20,Parlier,OZONE-1HR,PPB,59.0,1,-999,-999,06019
1702,03/05/20,Parlier,OZONE-8HR,PPB,54.0,8,50,0,06019
1703,03/05/20,Clovis - N. Villa Ave,CO-8hr,PPM,0.55,1,6,0,06019
1704,03/05/20,Clovis - N. Villa Ave,OZONE-1HR,PPB,63.0,1,-999,-999,06019
1705,03/05/20,Clovis - N. Villa Ave,OZONE-8HR,PPB,52.0,8,48,0,06019
1706,03/05/20,Willows-Colusa,OZONE-1HR,PPB,55.0,1,-999,-999,06021
1707,03/05/20,Willows-Colusa,OZONE-8HR,PPB,48.0,8,44,0,06021
1708,03/05/20,Willows-Colusa,PM10-24hr,UG/M3,26.0,24,25,0,06021
1709,03/05/20,Willows-Colusa,PM2.5-24hr,UG/M3,11.2,24,47,0,06021
1710,03/05/20,Jacobs,OZONE-1HR,PPB,29.0,1,-999,-999,06023
1711,03/05/20,Jacobs,OZONE-8HR,PPB,28.0,8,26,0,06023
1712,03/05/20,Jacobs,PM10-24hr,UG/M3,15.0,24,15,0,06023
1713,03/05/20,Calexico - Ethel Street,CO-8hr,PPM,0.33,1,4,0,06025
1714,03/05/20,Calexico - Ethel Street,OZONE-1HR,PPB,51.0,1,-999,-999,06025
1715,03/05/20,Calexico - Ethel Street,OZONE-8HR,PPB,47.0,8,44,0,06025
1716,03/05/20,Calexico - Ethel Street,PM10-24hr,UG/M3,42.0,24,40,0,06025
1717,03/05/20,Calexico - Ethel Street,PM2.5-24hr,UG/M3,9.7,24,41,0,06025
1718,03/05/20,Calexico - Ethel Street,SO2-24HR,PPB,0.0,24,-999,-999,06025
1719,03/05/20,Brawley - 220 Main Street,PM10-24hr,UG/M3,33.0,24,31,0,06025
1720,03/05/20,El Centro - 9th Street,OZONE-1HR,PPB,41.0,1,-999,-999,06025
1721,03/05/20,El Centro - 9th Street,OZONE-8HR,PPB,35.0,8,32,0,06025
1722,03/05/20,El Centro - 9th Street,PM10-24hr,UG/M3,35.0,24,33,0,06025
