,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
522,03/20/20,Sand Mountain,OZONE-1HR,PPB,39.0,1,-999,-999,01049
523,03/20/20,Sand Mountain,OZONE-8HR,PPB,35.0,8,32,0,01049
528,03/20/20,NO. BHAM,OZONE-1HR,PPB,46.0,1,-999,-999,01073
529,03/20/20,NO. BHAM,OZONE-8HR,PPB,36.0,8,33,0,01073
530,03/20/20,NO. BHAM,PM10-24hr,UG/M3,20.0,24,19,0,01073
531,03/20/20,FAIRFIELD,OZONE-1HR,PPB,40.0,1,-999,-999,01073
532,03/20/20,FAIRFIELD,OZONE-8HR,PPB,32.0,8,30,0,01073
533,03/20/20,MCADORY,OZONE-1HR,PPB,39.0,1,-999,-999,01073
534,03/20/20,MCADORY,PM2.5-24hr,UG/M3,7.2,24,30,0,01073
535,03/20/20,LEEDS,OZONE-1HR,PPB,40.0,1,-999,-999,01073
536,03/20/20,LEEDS,OZONE-8HR,PPB,34.0,8,31,0,01073
537,03/20/20,WYLAM,PM10-24hr,UG/M3,20.0,24,19,0,01073
538,03/20/20,WYLAM,PM2.5-24hr,UG/M3,9.6,24,40,0,01073
539,03/20/20,CORNER,OZONE-1HR,PPB,44.0,1,-999,-999,01073
540,03/20/20,CORNER,OZONE-8HR,PPB,35.0,8,32,0,01073
541,03/20/20,CORNER,PM2.5-24hr,UG/M3,7.0,24,29,0,01073
542,03/20/20,TARRANT,OZONE-1HR,PPB,42.0,1,-999,-999,01073
543,03/20/20,TARRANT,OZONE-8HR,PPB,33.0,8,31,0,01073
544,03/20/20,Shuttlesworth,PM10-24hr,UG/M3,28.0,24,27,0,01073
545,03/20/20,Shuttlesworth,PM2.5-24hr,UG/M3,7.9,24,33,0,01073
546,03/20/20,Huntsville Old Airport,OZONE-1HR,PPB,39.0,1,-999,-999,01089
547,03/20/20,Huntsville Old Airport,OZONE-8HR,PPB,33.0,8,31,0,01089
548,03/20/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,7.3,24,30,0,01089
549,03/20/20,Huntsville Capshaw,OZONE-1HR,PPB,36.0,1,-999,-999,01089
550,03/20/20,Huntsville Capshaw,OZONE-8HR,PPB,33.0,8,31,0,01089
867,03/20/20,Garden,CO-8hr,PPM,0.95,1,11,0,02020
868,03/20/20,Garden,PM10-24hr,UG/M3,10.0,24,9,0,02020
869,03/20/20,Garden,PM2.5-24hr,UG/M3,5.7,24,24,0,02020
870,03/20/20,Parkgate (Eagle River),PM10-24hr,UG/M3,3.0,24,4,0,02020
882,03/20/20,Bethel,PM10-24hr,UG/M3,12.0,24,11,0,02050
883,03/20/20,Bethel,PM2.5-24hr,UG/M3,7.0,24,29,0,02050
884,03/20/20,Denali NPP,OZONE-1HR,PPB,44.0,1,-999,-999,02068
885,03/20/20,Denali NPP,OZONE-8HR,PPB,43.0,8,40,0,02068
886,03/20/20,NCore,CO-8hr,PPM,0.2,1,2,0,02090
887,03/20/20,NCore,OZONE-1HR,PPB,40.0,1,-999,-999,02090
888,03/20/20,NCore,OZONE-8HR,PPB,39.0,8,36,0,02090
889,03/20/20,NCore,PM10-24hr,UG/M3,10.0,24,9,0,02090
890,03/20/20,NCore,PM2.5-24hr,UG/M3,1.2,24,5,0,02090
891,03/20/20,NCore,SO2-24HR,PPB,0.0,24,-999,-999,02090
892,03/20/20,Hurst Road,PM2.5-24hr,UG/M3,2.4,24,10,0,02090
893,03/20/20,Floyd Dryden,PM10-24hr,UG/M3,11.0,24,10,0,02110
894,03/20/20,Floyd Dryden,PM2.5-24hr,UG/M3,6.3,24,27,0,02110
1315,03/20/20,Paul Spur Chemical Lime Plant,PM10-24hr,UG/M3,2.0,24,3,0,04003
1316,03/20/20,Douglas Red Cross,PM10-24hr,UG/M3,24.0,24,22,0,04003
1317,03/20/20,Chiricahua NM,OZONE-1HR,PPB,50.0,1,-999,-999,04003
1318,03/20/20,Chiricahua NM,OZONE-8HR,PPB,49.0,8,45,0,04003
1319,03/20/20,Flagstaff Middle School,OZONE-1HR,PPB,53.0,1,-999,-999,04005
1320,03/20/20,Flagstaff Middle School,OZONE-8HR,PPB,50.0,8,46,0,04005
1321,03/20/20,Grand Canyon NP,OZONE-1HR,PPB,47.0,1,-999,-999,04005
1322,03/20/20,Grand Canyon NP,OZONE-8HR,PPB,45.0,8,42,0,04005
1323,03/20/20,Payson Well Site,PM10-24hr,UG/M3,11.0,24,10,0,04007
1324,03/20/20,Tonto National Monument,OZONE-1HR,PPB,45.0,1,-999,-999,04007
1325,03/20/20,Tonto National Monument,OZONE-8HR,PPB,43.0,8,40,0,04007
1326,03/20/20,Miami Jones Ranch,SO2-24HR,PPB,4.0,24,-999,-999,04007
1327,03/20/20,Miami Town Site,SO2-24HR,PPB,1.0,24,-999,-999,04007
1328,03/20/20,Hayden,PM10-24hr,UG/M3,6.0,24,6,0,04007
1329,03/20/20,Hayden,SO2-24HR,PPB,1.0,24,-999,-999,04007
1330,03/20/20,Miami Golf Course,PM10-24hr,UG/M3,7.0,24,6,0,04007
1340,03/20/20,Alamo Lake,OZONE-1HR,PPB,48.0,1,-999,-999,04012
1341,03/20/20,Alamo Lake,OZONE-8HR,PPB,45.0,8,42,0,04012
1342,03/20/20,Alamo Lake,PM10-24hr,UG/M3,5.0,24,5,0,04012
1343,03/20/20,Alamo Lake,PM2.5-24hr,UG/M3,2.8,24,12,0,04012
1360,03/20/20,Ft McD Yuma Frank-AZ,OZONE-1HR,PPB,103.0,1,-999,-999,04013
1361,03/20/20,Ft McD Yuma Frank-AZ,OZONE-8HR,PPB,90.0,8,161,3,04013
1362,03/20/20,Ft McD Yuma Frank-AZ,PM10-24hr,UG/M3,28.0,24,26,0,04013
1407,03/20/20,StJohns,PM10-24hr,UG/M3,11.0,24,11,0,04013
1409,03/20/20,Senior Center,OZONE-1HR,PPB,53.0,1,-999,-999,04013
1410,03/20/20,Senior Center,OZONE-8HR,PPB,49.0,8,45,0,04013
1411,03/20/20,Senior Center,PM10-24hr,UG/M3,11.0,24,10,0,04013
1412,03/20/20,Red Mountain,OZONE-1HR,PPB,53.0,1,-999,-999,04013
1413,03/20/20,Red Mountain,OZONE-8HR,PPB,49.0,8,45,0,04013
1414,03/20/20,LEHI,OZONE-1HR,PPB,54.0,1,-999,-999,04013
1415,03/20/20,LEHI,OZONE-8HR,PPB,49.0,8,45,0,04013
1416,03/20/20,LEHI,PM10-24hr,UG/M3,12.0,24,11,0,04013
1417,03/20/20,High School,OZONE-1HR,PPB,50.0,1,-999,-999,04013
1418,03/20/20,High School,OZONE-8HR,PPB,45.0,8,42,0,04013
1419,03/20/20,High School,PM10-24hr,UG/M3,9.0,24,8,0,04013
1429,03/20/20,Phoenix JLG Supersite,CO-8hr,PPM,0.4,1,5,0,04013
1430,03/20/20,Phoenix JLG Supersite,OZONE-1HR,PPB,47.0,1,-999,-999,04013
1431,03/20/20,Phoenix JLG Supersite,OZONE-8HR,PPB,44.0,8,41,0,04013
1432,03/20/20,Phoenix JLG Supersite,PM10-24hr,UG/M3,15.0,24,14,0,04013
1433,03/20/20,Phoenix JLG Supersite,PM2.5-24hr,UG/M3,6.5,24,27,0,04013
1434,03/20/20,Phoenix JLG Supersite,SO2-24HR,PPB,0.0,24,-999,-999,04013
1435,03/20/20,Petrified Forest NP,OZONE-1HR,PPB,52.0,1,-999,-999,04017
1436,03/20/20,Petrified Forest NP,OZONE-8HR,PPB,49.0,8,45,0,04017
1437,03/20/20,Ajo,PM10-24hr,UG/M3,6.0,24,6,0,04019
1438,03/20/20,Orange Grove,PM10-24hr,UG/M3,12.0,24,12,0,04019
1439,03/20/20,Orange Grove,PM2.5-24hr,UG/M3,0.7,24,3,0,04019
1440,03/20/20,Rillito,PM10-24hr,UG/M3,20.0,24,19,0,04019
1441,03/20/20,Saguaro Monument,OZONE-1HR,PPB,52.0,1,-999,-999,04019
1442,03/20/20,Saguaro Monument,OZONE-8HR,PPB,48.0,8,44,0,04019
1443,03/20/20,South Tucson,PM10-24hr,UG/M3,13.0,24,13,0,04019
1444,03/20/20,22nd Street & Craycroft,OZONE-1HR,PPB,51.0,1,-999,-999,04019
1445,03/20/20,22nd Street & Craycroft,OZONE-8HR,PPB,47.0,8,44,0,04019
1446,03/20/20,Tangerine & Camino de Oeste,OZONE-1HR,PPB,51.0,1,-999,-999,04019
1447,03/20/20,Tangerine & Camino de Oeste,OZONE-8HR,PPB,48.0,8,44,0,04019
1448,03/20/20,Fairgrounds,OZONE-1HR,PPB,54.0,1,-999,-999,04019
1449,03/20/20,Fairgrounds,OZONE-8HR,PPB,49.0,8,45,0,04019
1450,03/20/20,Children's Park Site,OZONE-1HR,PPB,53.0,1,-999,-999,04019
1451,03/20/20,Children's Park Site,OZONE-8HR,PPB,49.0,8,45,0,04019
1452,03/20/20,Children's Park Site,PM2.5-24hr,UG/M3,2.0,24,8,0,04019
1453,03/20/20,Green Valley,OZONE-1HR,PPB,52.0,1,-999,-999,04019
1454,03/20/20,Green Valley,OZONE-8HR,PPB,49.0,8,45,0,04019
1455,03/20/20,Green Valley,PM10-24hr,UG/M3,4.0,24,5,0,04019
1456,03/20/20,Rose Elementary,OZONE-1HR,PPB,48.0,1,-999,-999,04019
1457,03/20/20,Rose Elementary,OZONE-8HR,PPB,45.0,8,42,0,04019
1458,03/20/20,Rose Elementary,PM2.5-24hr,UG/M3,3.0,24,13,0,04019
1459,03/20/20,Coachline,OZONE-1HR,PPB,50.0,1,-999,-999,04019
1460,03/20/20,Coachline,OZONE-8HR,PPB,45.0,8,42,0,04019
1461,03/20/20,Geronimo,PM10-24hr,UG/M3,15.0,24,15,0,04019
1462,03/20/20,Geronimo,PM2.5-24hr,UG/M3,4.8,24,20,0,04019
1496,03/20/20,Sacaton,PM10-24hr,UG/M3,9.0,24,8,0,04021
1497,03/20/20,CasaBlanca,PM10-24hr,UG/M3,12.0,24,11,0,04021
1498,03/20/20,Queen Valley,OZONE-1HR,PPB,52.0,1,-999,-999,04021
1499,03/20/20,Queen Valley,OZONE-8HR,PPB,48.0,8,44,0,04021
1505,03/20/20,Nogales Post Office,PM10-24hr,UG/M3,24.0,24,23,0,04023
1506,03/20/20,Nogales Post Office,PM2.5-24hr,UG/M3,7.2,24,30,0,04023
1507,03/20/20,Prescott Pioneer Park,OZONE-1HR,PPB,51.0,1,-999,-999,04025
1508,03/20/20,Prescott Pioneer Park,OZONE-8HR,PPB,49.0,8,45,0,04025
1509,03/20/20,Yuma Supersite,OZONE-1HR,PPB,48.0,1,-999,-999,04027
1510,03/20/20,Yuma Supersite,OZONE-8HR,PPB,45.0,8,42,0,04027
1511,03/20/20,Yuma Supersite,PM10-24hr,UG/M3,19.0,24,18,0,04027
1512,03/20/20,Yuma Supersite,PM2.5-24hr,UG/M3,5.1,24,22,0,04027
1642,03/20/20,Caddo Valley,OZONE-1HR,PPB,32.0,1,-999,-999,05019
1643,03/20/20,Caddo Valley,OZONE-8HR,PPB,20.0,8,19,0,05019
1644,03/20/20,MARION,OZONE-1HR,PPB,27.0,1,-999,-999,05035
1645,03/20/20,MARION,OZONE-8HR,PPB,25.0,8,23,0,05035
1646,03/20/20,MARION,PM2.5-24hr,UG/M3,8.2,24,35,0,05035
