,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
516,03/16/20,Sand Mountain,OZONE-1HR,PPB,24.0,1,-999,-999,01049
517,03/16/20,Sand Mountain,OZONE-8HR,PPB,21.0,8,19,0,01049
522,03/16/20,NO. BHAM,OZONE-1HR,PPB,42.0,1,-999,-999,01073
523,03/16/20,NO. BHAM,OZONE-8HR,PPB,31.0,8,29,0,01073
524,03/16/20,NO. BHAM,PM10-24hr,UG/M3,17.0,24,17,0,01073
525,03/16/20,FAIRFIELD,OZONE-1HR,PPB,43.0,1,-999,-999,01073
526,03/16/20,FAIRFIELD,OZONE-8HR,PPB,28.0,8,26,0,01073
527,03/16/20,MCADORY,OZONE-1HR,PPB,42.0,1,-999,-999,01073
528,03/16/20,MCADORY,OZONE-8HR,PPB,32.0,8,30,0,01073
529,03/16/20,MCADORY,PM2.5-24hr,UG/M3,9.4,24,39,0,01073
530,03/16/20,WYLAM,PM10-24hr,UG/M3,17.0,24,16,0,01073
531,03/16/20,WYLAM,PM2.5-24hr,UG/M3,10.2,24,43,0,01073
532,03/16/20,CORNER,OZONE-1HR,PPB,35.0,1,-999,-999,01073
533,03/16/20,CORNER,OZONE-8HR,PPB,27.0,8,25,0,01073
534,03/16/20,CORNER,PM2.5-24hr,UG/M3,7.2,24,30,0,01073
535,03/16/20,TARRANT,OZONE-1HR,PPB,36.0,1,-999,-999,01073
536,03/16/20,TARRANT,OZONE-8HR,PPB,28.0,8,26,0,01073
537,03/16/20,Shuttlesworth,PM10-24hr,UG/M3,20.0,24,19,0,01073
538,03/16/20,Shuttlesworth,PM2.5-24hr,UG/M3,9.0,24,38,0,01073
539,03/16/20,Huntsville Old Airport,OZONE-1HR,PPB,28.0,1,-999,-999,01089
540,03/16/20,Huntsville Old Airport,OZONE-8HR,PPB,18.0,8,17,0,01089
541,03/16/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,7.3,24,31,0,01089
542,03/16/20,Huntsville Capshaw,OZONE-1HR,PPB,27.0,1,-999,-999,01089
543,03/16/20,Huntsville Capshaw,OZONE-8HR,PPB,18.0,8,17,0,01089
832,03/16/20,Garden,CO-8hr,PPM,1.0,1,11,0,02020
833,03/16/20,Garden,PM10-24hr,UG/M3,14.0,24,14,0,02020
834,03/16/20,Garden,PM2.5-24hr,UG/M3,10.5,24,44,0,02020
835,03/16/20,Parkgate (Eagle River),PM10-24hr,UG/M3,10.0,24,10,0,02020
847,03/16/20,Bethel,PM10-24hr,UG/M3,4.0,24,4,0,02050
848,03/16/20,Bethel,PM2.5-24hr,UG/M3,3.3,24,14,0,02050
849,03/16/20,Denali NPP,OZONE-1HR,PPB,48.0,1,-999,-999,02068
850,03/16/20,Denali NPP,OZONE-8HR,PPB,48.0,8,44,0,02068
851,03/16/20,NCore,CO-8hr,PPM,0.44,1,5,0,02090
852,03/16/20,NCore,OZONE-1HR,PPB,40.0,1,-999,-999,02090
853,03/16/20,NCore,OZONE-8HR,PPB,38.0,8,35,0,02090
854,03/16/20,NCore,PM10-24hr,UG/M3,14.0,24,14,0,02090
855,03/16/20,NCore,PM2.5-24hr,UG/M3,4.2,24,18,0,02090
856,03/16/20,NCore,SO2-24HR,PPB,1.0,24,-999,-999,02090
857,03/16/20,Hurst Road,PM2.5-24hr,UG/M3,5.2,24,22,0,02090
858,03/16/20,Floyd Dryden,PM10-24hr,UG/M3,13.0,24,13,0,02110
859,03/16/20,Floyd Dryden,PM2.5-24hr,UG/M3,8.7,24,36,0,02110
873,03/16/20,Butte (Harrison Court),PM10-24hr,UG/M3,5.0,24,6,0,02170
874,03/16/20,Butte (Harrison Court),PM2.5-24hr,UG/M3,3.4,24,15,0,02170
1283,03/16/20,Paul Spur Chemical Lime Plant,PM10-24hr,UG/M3,2.0,24,2,0,04003
1284,03/16/20,Douglas Red Cross,PM10-24hr,UG/M3,26.0,24,24,0,04003
1285,03/16/20,Chiricahua NM,OZONE-1HR,PPB,54.0,1,-999,-999,04003
1286,03/16/20,Chiricahua NM,OZONE-8HR,PPB,53.0,8,49,0,04003
1287,03/16/20,Flagstaff Middle School,OZONE-1HR,PPB,53.0,1,-999,-999,04005
1288,03/16/20,Flagstaff Middle School,OZONE-8HR,PPB,49.0,8,45,0,04005
1289,03/16/20,Grand Canyon NP,OZONE-1HR,PPB,50.0,1,-999,-999,04005
1290,03/16/20,Grand Canyon NP,OZONE-8HR,PPB,47.0,8,44,0,04005
1291,03/16/20,Payson Well Site,PM10-24hr,UG/M3,14.0,24,14,0,04007
1292,03/16/20,Tonto National Monument,OZONE-1HR,PPB,49.0,1,-999,-999,04007
1293,03/16/20,Tonto National Monument,OZONE-8HR,PPB,46.0,8,43,0,04007
1294,03/16/20,Miami Jones Ranch,SO2-24HR,PPB,11.0,24,-999,-999,04007
1295,03/16/20,Miami Town Site,SO2-24HR,PPB,1.0,24,-999,-999,04007
1296,03/16/20,Hayden,SO2-24HR,PPB,1.0,24,-999,-999,04007
