,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
539,02/04/20,Sand Mountain,OZONE-1HR,PPB,46.0,1,-999,-999,01049
540,02/04/20,Sand Mountain,OZONE-8HR,PPB,36.0,8,33,0,01049
541,02/04/20,NO. BHAM,OZONE-1HR,PPB,46.0,1,-999,-999,01073
542,02/04/20,NO. BHAM,OZONE-8HR,PPB,36.0,8,33,0,01073
543,02/04/20,NO. BHAM,PM10-24hr,UG/M3,11.0,24,10,0,01073
544,02/04/20,MCADORY,PM2.5-24hr,UG/M3,5.5,24,23,0,01073
545,02/04/20,WYLAM,PM10-24hr,UG/M3,12.0,24,12,0,01073
546,02/04/20,WYLAM,PM2.5-24hr,UG/M3,7.4,24,31,0,01073
547,02/04/20,CORNER,PM2.5-24hr,UG/M3,5.7,24,24,0,01073
548,02/04/20,Shuttlesworth,PM2.5-24hr,UG/M3,6.6,24,28,0,01073
549,02/04/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,6.5,24,27,0,01089
842,02/04/20,Garden,CO-8hr,PPM,0.51,1,6,0,02020
843,02/04/20,Garden,PM10-24hr,UG/M3,6.0,24,6,0,02020
844,02/04/20,Garden,PM2.5-24hr,UG/M3,5.9,24,25,0,02020
845,02/04/20,Parkgate (Eagle River),PM10-24hr,UG/M3,4.0,24,4,0,02020
856,02/04/20,Bethel,PM10-24hr,UG/M3,3.0,24,3,0,02050
857,02/04/20,Bethel,PM2.5-24hr,UG/M3,1.1,24,5,0,02050
858,02/04/20,Denali NPP,OZONE-1HR,PPB,42.0,1,-999,-999,02068
859,02/04/20,Denali NPP,OZONE-8HR,PPB,41.0,8,38,0,02068
860,02/04/20,NCore,CO-8hr,PPM,0.56,1,6,0,02090
861,02/04/20,NCore,OZONE-1HR,PPB,18.0,1,-999,-999,02090
862,02/04/20,NCore,OZONE-8HR,PPB,9.0,8,8,0,02090
863,02/04/20,NCore,PM10-24hr,UG/M3,20.0,24,19,0,02090
864,02/04/20,NCore,PM2.5-24hr,UG/M3,11.9,24,50,0,02090
865,02/04/20,NCore,SO2-24HR,PPB,7.0,24,-999,-999,02090
866,02/04/20,Hurst Road,PM2.5-24hr,UG/M3,26.6,24,82,1,02090
867,02/04/20,Floyd Dryden,PM10-24hr,UG/M3,3.0,24,3,0,02110
868,02/04/20,Floyd Dryden,PM2.5-24hr,UG/M3,3.0,24,13,0,02110
884,02/04/20,Butte (Harrison Court),PM10-24hr,UG/M3,5.0,24,6,0,02170
885,02/04/20,Butte (Harrison Court),PM2.5-24hr,UG/M3,4.5,24,19,0,02170
1327,02/04/20,Douglas Red Cross,PM10-24hr,UG/M3,31.0,24,29,0,04003
1328,02/04/20,Chiricahua NM,OZONE-1HR,PPB,47.0,1,-999,-999,04003
1329,02/04/20,Chiricahua NM,OZONE-8HR,PPB,44.0,8,41,0,04003
1330,02/04/20,Flagstaff Middle School,OZONE-1HR,PPB,44.0,1,-999,-999,04005
1331,02/04/20,Flagstaff Middle School,OZONE-8HR,PPB,43.0,8,40,0,04005
1332,02/04/20,Grand Canyon NP,OZONE-1HR,PPB,41.0,1,-999,-999,04005
1333,02/04/20,Grand Canyon NP,OZONE-8HR,PPB,40.0,8,37,0,04005
1334,02/04/20,Payson Well Site,PM10-24hr,UG/M3,5.0,24,6,0,04007
1335,02/04/20,Tonto National Monument,OZONE-1HR,PPB,44.0,1,-999,-999,04007
1336,02/04/20,Tonto National Monument,OZONE-8HR,PPB,41.0,8,38,0,04007
1337,02/04/20,Miami Jones Ranch,SO2-24HR,PPB,1.0,24,-999,-999,04007
1338,02/04/20,Miami Town Site,SO2-24HR,PPB,1.0,24,-999,-999,04007
1339,02/04/20,Hayden,PM10-24hr,UG/M3,10.0,24,9,0,04007
1340,02/04/20,Hayden,SO2-24HR,PPB,0.0,24,-999,-999,04007
1341,02/04/20,Miami Golf Course,PM10-24hr,UG/M3,13.0,24,13,0,04007
1352,02/04/20,Alamo Lake,OZONE-1HR,PPB,43.0,1,-999,-999,04012
1353,02/04/20,Alamo Lake,OZONE-8HR,PPB,43.0,8,40,0,04012
1354,02/04/20,Alamo Lake,PM10-24hr,UG/M3,7.0,24,6,0,04012
1355,02/04/20,Alamo Lake,PM2.5-24hr,UG/M3,2.8,24,12,0,04012
1416,02/04/20,StJohns,PM10-24hr,UG/M3,19.0,24,18,0,04013
1418,02/04/20,Senior Center,OZONE-1HR,PPB,40.0,1,-999,-999,04013
1419,02/04/20,Senior Center,OZONE-8HR,PPB,36.0,8,33,0,04013
1420,02/04/20,Senior Center,PM10-24hr,UG/M3,22.0,24,21,0,04013
1421,02/04/20,Red Mountain,OZONE-1HR,PPB,40.0,1,-999,-999,04013
1422,02/04/20,Red Mountain,OZONE-8HR,PPB,37.0,8,34,0,04013
1423,02/04/20,LEHI,OZONE-1HR,PPB,40.0,1,-999,-999,04013
1424,02/04/20,LEHI,OZONE-8HR,PPB,37.0,8,34,0,04013
1425,02/04/20,LEHI,PM10-24hr,UG/M3,18.0,24,17,0,04013
1426,02/04/20,High School,OZONE-1HR,PPB,38.0,1,-999,-999,04013
1427,02/04/20,High School,OZONE-8HR,PPB,34.0,8,31,0,04013
1428,02/04/20,High School,PM10-24hr,UG/M3,27.0,24,26,0,04013
1438,02/04/20,Phoenix JLG Supersite,CO-8hr,PPM,0.33,1,4,0,04013
1439,02/04/20,Phoenix JLG Supersite,OZONE-1HR,PPB,40.0,1,-999,-999,04013
1440,02/04/20,Phoenix JLG Supersite,OZONE-8HR,PPB,35.0,8,32,0,04013
1441,02/04/20,Phoenix JLG Supersite,PM10-24hr,UG/M3,15.0,24,14,0,04013
1442,02/04/20,Phoenix JLG Supersite,PM2.5-24hr,UG/M3,2.9,24,12,0,04013
1443,02/04/20,Phoenix JLG Supersite,SO2-24HR,PPB,0.0,24,-999,-999,04013
1444,02/04/20,Bullhead City,PM10-24hr,UG/M3,11.0,24,10,0,04015
1445,02/04/20,Petrified Forest NP,OZONE-1HR,PPB,43.0,1,-999,-999,04017
1446,02/04/20,Petrified Forest NP,OZONE-8HR,PPB,41.0,8,38,0,04017
1447,02/04/20,Ajo,PM10-24hr,UG/M3,9.0,24,8,0,04019
1448,02/04/20,Orange Grove,PM10-24hr,UG/M3,15.0,24,14,0,04019
1449,02/04/20,Orange Grove,PM2.5-24hr,UG/M3,0.9,24,4,0,04019
1450,02/04/20,Rillito,PM10-24hr,UG/M3,18.0,24,18,0,04019
1451,02/04/20,Saguaro Monument,OZONE-1HR,PPB,44.0,1,-999,-999,04019
1452,02/04/20,Saguaro Monument,OZONE-8HR,PPB,41.0,8,38,0,04019
1453,02/04/20,South Tucson,PM10-24hr,UG/M3,18.0,24,17,0,04019
1454,02/04/20,22nd Street & Craycroft,OZONE-1HR,PPB,43.0,1,-999,-999,04019
1455,02/04/20,22nd Street & Craycroft,OZONE-8HR,PPB,40.0,8,37,0,04019
1456,02/04/20,Tangerine & Camino de Oeste,OZONE-1HR,PPB,45.0,1,-999,-999,04019
1457,02/04/20,Tangerine & Camino de Oeste,OZONE-8HR,PPB,41.0,8,38,0,04019
1458,02/04/20,Fairgrounds,OZONE-1HR,PPB,47.0,1,-999,-999,04019
1459,02/04/20,Fairgrounds,OZONE-8HR,PPB,42.0,8,39,0,04019
1460,02/04/20,Children's Park Site,OZONE-1HR,PPB,44.0,1,-999,-999,04019
1461,02/04/20,Children's Park Site,OZONE-8HR,PPB,42.0,8,39,0,04019
1462,02/04/20,Children's Park Site,PM2.5-24hr,UG/M3,1.4,24,6,0,04019
1463,02/04/20,Green Valley,OZONE-1HR,PPB,45.0,1,-999,-999,04019
1464,02/04/20,Green Valley,OZONE-8HR,PPB,42.0,8,39,0,04019
1465,02/04/20,Green Valley,PM10-24hr,UG/M3,8.0,24,8,0,04019
1466,02/04/20,Rose Elementary,OZONE-1HR,PPB,43.0,1,-999,-999,04019
1467,02/04/20,Rose Elementary,OZONE-8HR,PPB,41.0,8,38,0,04019
1468,02/04/20,Rose Elementary,PM2.5-24hr,UG/M3,2.0,24,8,0,04019
1469,02/04/20,Coachline,OZONE-1HR,PPB,42.0,1,-999,-999,04019
1470,02/04/20,Coachline,OZONE-8HR,PPB,40.0,8,37,0,04019
1471,02/04/20,Geronimo,PM10-24hr,UG/M3,18.0,24,18,0,04019
1472,02/04/20,Geronimo,PM2.5-24hr,UG/M3,2.9,24,13,0,04019
1505,02/04/20,Sacaton,PM10-24hr,UG/M3,20.0,24,19,0,04021
1506,02/04/20,CasaBlanca,PM10-24hr,UG/M3,26.0,24,24,0,04021
1507,02/04/20,Queen Valley,OZONE-1HR,PPB,41.0,1,-999,-999,04021
1508,02/04/20,Queen Valley,OZONE-8HR,PPB,40.0,8,37,0,04021
1513,02/04/20,Nogales Post Office,PM10-24hr,UG/M3,24.0,24,23,0,04023
1514,02/04/20,Nogales Post Office,PM2.5-24hr,UG/M3,2.0,24,8,0,04023
1515,02/04/20,Prescott Pioneer Park,OZONE-1HR,PPB,42.0,1,-999,-999,04025
1516,02/04/20,Prescott Pioneer Park,OZONE-8HR,PPB,40.0,8,37,0,04025
1517,02/04/20,Yuma Supersite,OZONE-1HR,PPB,41.0,1,-999,-999,04027
1518,02/04/20,Yuma Supersite,OZONE-8HR,PPB,40.0,8,37,0,04027
1519,02/04/20,Yuma Supersite,PM10-24hr,UG/M3,42.0,24,40,0,04027
1520,02/04/20,Yuma Supersite,PM2.5-24hr,UG/M3,5.9,24,25,0,04027
1648,02/04/20,Caddo Valley,OZONE-1HR,PPB,31.0,1,-999,-999,05019
1649,02/04/20,Caddo Valley,OZONE-8HR,PPB,27.0,8,25,0,05019
1650,02/04/20,MARION,OZONE-1HR,PPB,40.0,1,-999,-999,05035
1651,02/04/20,MARION,OZONE-8HR,PPB,29.0,8,27,0,05035
1652,02/04/20,MARION,PM2.5-24hr,UG/M3,5.2,24,22,0,05035
