,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
541,02/01/20,Sand Mountain,OZONE-1HR,PPB,35.0,1,-999,-999,01049
542,02/01/20,Sand Mountain,OZONE-8HR,PPB,31.0,8,29,0,01049
543,02/01/20,NO. BHAM,OZONE-1HR,PPB,35.0,1,-999,-999,01073
544,02/01/20,NO. BHAM,OZONE-8HR,PPB,30.0,8,28,0,01073
545,02/01/20,NO. BHAM,PM10-24hr,UG/M3,15.0,24,15,0,01073
546,02/01/20,MCADORY,PM2.5-24hr,UG/M3,7.1,24,30,0,01073
547,02/01/20,WYLAM,PM10-24hr,UG/M3,9.0,24,9,0,01073
548,02/01/20,WYLAM,PM2.5-24hr,UG/M3,7.9,24,33,0,01073
549,02/01/20,CORNER,PM2.5-24hr,UG/M3,6.8,24,29,0,01073
550,02/01/20,Shuttlesworth,PM2.5-24hr,UG/M3,10.8,24,45,0,01073
551,02/01/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,8.6,24,36,0,01089
857,02/01/20,Garden,CO-8hr,PPM,1.33,1,15,0,02020
858,02/01/20,Garden,PM10-24hr,UG/M3,13.0,24,13,0,02020
859,02/01/20,Garden,PM2.5-24hr,UG/M3,13.2,24,54,1,02020
860,02/01/20,Parkgate (Eagle River),PM10-24hr,UG/M3,3.0,24,4,0,02020
871,02/01/20,Bethel,PM10-24hr,UG/M3,4.0,24,5,0,02050
872,02/01/20,Bethel,PM2.5-24hr,UG/M3,4.2,24,18,0,02050
873,02/01/20,Denali NPP,OZONE-1HR,PPB,37.0,1,-999,-999,02068
874,02/01/20,Denali NPP,OZONE-8HR,PPB,38.0,8,35,0,02068
875,02/01/20,NCore,CO-8hr,PPM,0.5,1,6,0,02090
876,02/01/20,NCore,OZONE-1HR,PPB,10.0,1,-999,-999,02090
877,02/01/20,NCore,OZONE-8HR,PPB,6.0,8,6,0,02090
878,02/01/20,NCore,PM10-24hr,UG/M3,22.0,24,20,0,02090
879,02/01/20,NCore,PM2.5-24hr,UG/M3,13.2,24,54,1,02090
880,02/01/20,NCore,SO2-24HR,PPB,3.0,24,-999,-999,02090
881,02/01/20,Hurst Road,PM2.5-24hr,UG/M3,30.5,24,90,1,02090
882,02/01/20,Floyd Dryden,PM10-24hr,UG/M3,2.0,24,3,0,02110
883,02/01/20,Floyd Dryden,PM2.5-24hr,UG/M3,2.8,24,12,0,02110
899,02/01/20,Butte (Harrison Court),PM10-24hr,UG/M3,9.0,24,8,0,02170
900,02/01/20,Butte (Harrison Court),PM2.5-24hr,UG/M3,9.4,24,40,0,02170
1344,02/01/20,Paul Spur Chemical Lime Plant,PM10-24hr,UG/M3,6.0,24,6,0,04003
1345,02/01/20,Douglas Red Cross,PM10-24hr,UG/M3,12.0,24,11,0,04003
1346,02/01/20,Chiricahua NM,OZONE-1HR,PPB,43.0,1,-999,-999,04003
1347,02/01/20,Chiricahua NM,OZONE-8HR,PPB,42.0,8,39,0,04003
1348,02/01/20,Flagstaff Middle School,OZONE-1HR,PPB,45.0,1,-999,-999,04005
1349,02/01/20,Flagstaff Middle School,OZONE-8HR,PPB,41.0,8,38,0,04005
1350,02/01/20,Grand Canyon NP,OZONE-1HR,PPB,48.0,1,-999,-999,04005
1351,02/01/20,Grand Canyon NP,OZONE-8HR,PPB,46.0,8,43,0,04005
1352,02/01/20,Payson Well Site,PM10-24hr,UG/M3,23.0,24,22,0,04007
1353,02/01/20,Tonto National Monument,OZONE-1HR,PPB,41.0,1,-999,-999,04007
1354,02/01/20,Tonto National Monument,OZONE-8HR,PPB,38.0,8,35,0,04007
1355,02/01/20,Miami Jones Ranch,SO2-24HR,PPB,2.0,24,-999,-999,04007
1356,02/01/20,Miami Town Site,SO2-24HR,PPB,3.0,24,-999,-999,04007
1357,02/01/20,Hayden,PM10-24hr,UG/M3,7.0,24,6,0,04007
1358,02/01/20,Hayden,SO2-24HR,PPB,0.0,24,-999,-999,04007
1359,02/01/20,Miami Golf Course,PM10-24hr,UG/M3,15.0,24,14,0,04007
1370,02/01/20,Alamo Lake,OZONE-1HR,PPB,42.0,1,-999,-999,04012
1371,02/01/20,Alamo Lake,OZONE-8HR,PPB,40.0,8,37,0,04012
1372,02/01/20,Alamo Lake,PM10-24hr,UG/M3,5.0,24,6,0,04012
1373,02/01/20,Alamo Lake,PM2.5-24hr,UG/M3,2.2,24,9,0,04012
1434,02/01/20,StJohns,PM10-24hr,UG/M3,18.0,24,17,0,04013
1436,02/01/20,Senior Center,OZONE-1HR,PPB,40.0,1,-999,-999,04013
1437,02/01/20,Senior Center,OZONE-8HR,PPB,37.0,8,34,0,04013
1438,02/01/20,Senior Center,PM10-24hr,UG/M3,25.0,24,23,0,04013
1439,02/01/20,Red Mountain,OZONE-1HR,PPB,40.0,1,-999,-999,04013
1440,02/01/20,Red Mountain,OZONE-8HR,PPB,37.0,8,34,0,04013
1441,02/01/20,LEHI,OZONE-1HR,PPB,42.0,1,-999,-999,04013
1442,02/01/20,LEHI,OZONE-8HR,PPB,39.0,8,36,0,04013
1443,02/01/20,LEHI,PM10-24hr,UG/M3,14.0,24,13,0,04013
1444,02/01/20,High School,OZONE-1HR,PPB,38.0,1,-999,-999,04013
1445,02/01/20,High School,OZONE-8HR,PPB,35.0,8,32,0,04013
1446,02/01/20,High School,PM10-24hr,UG/M3,18.0,24,18,0,04013
1456,02/01/20,Phoenix JLG Supersite,CO-8hr,PPM,1.05,1,12,0,04013
1457,02/01/20,Phoenix JLG Supersite,OZONE-1HR,PPB,39.0,1,-999,-999,04013
1458,02/01/20,Phoenix JLG Supersite,OZONE-8HR,PPB,32.0,8,30,0,04013
1459,02/01/20,Phoenix JLG Supersite,PM10-24hr,UG/M3,55.0,24,51,1,04013
1460,02/01/20,Phoenix JLG Supersite,PM2.5-24hr,UG/M3,20.1,24,68,1,04013
1461,02/01/20,Phoenix JLG Supersite,SO2-24HR,PPB,1.0,24,-999,-999,04013
1462,02/01/20,Bullhead City,PM10-24hr,UG/M3,2.0,24,2,0,04015
1463,02/01/20,Petrified Forest NP,OZONE-1HR,PPB,41.0,1,-999,-999,04017
1464,02/01/20,Petrified Forest NP,OZONE-8HR,PPB,39.0,8,36,0,04017
1465,02/01/20,Ajo,PM10-24hr,UG/M3,7.0,24,7,0,04019
1466,02/01/20,Orange Grove,PM10-24hr,UG/M3,25.0,24,23,0,04019
1467,02/01/20,Orange Grove,PM2.5-24hr,UG/M3,5.7,24,24,0,04019
1468,02/01/20,Rillito,PM10-24hr,UG/M3,30.0,24,29,0,04019
1469,02/01/20,Saguaro Monument,OZONE-1HR,PPB,46.0,1,-999,-999,04019
1470,02/01/20,Saguaro Monument,OZONE-8HR,PPB,43.0,8,40,0,04019
1471,02/01/20,South Tucson,PM10-24hr,UG/M3,29.0,24,27,0,04019
1472,02/01/20,22nd Street & Craycroft,OZONE-1HR,PPB,45.0,1,-999,-999,04019
1473,02/01/20,22nd Street & Craycroft,OZONE-8HR,PPB,38.0,8,35,0,04019
1474,02/01/20,Tangerine & Camino de Oeste,OZONE-1HR,PPB,40.0,1,-999,-999,04019
1475,02/01/20,Tangerine & Camino de Oeste,OZONE-8HR,PPB,36.0,8,33,0,04019
1476,02/01/20,Fairgrounds,OZONE-1HR,PPB,43.0,1,-999,-999,04019
1477,02/01/20,Fairgrounds,OZONE-8HR,PPB,41.0,8,38,0,04019
1478,02/01/20,Children's Park Site,OZONE-1HR,PPB,47.0,1,-999,-999,04019
1479,02/01/20,Children's Park Site,OZONE-8HR,PPB,40.0,8,37,0,04019
