,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
534,03/25/20,Sand Mountain,OZONE-1HR,PPB,42.0,1,-999,-999,01049
535,03/25/20,Sand Mountain,OZONE-8HR,PPB,39.0,8,36,0,01049
540,03/25/20,NO. BHAM,OZONE-1HR,PPB,46.0,1,-999,-999,01073
541,03/25/20,NO. BHAM,OZONE-8HR,PPB,43.0,8,40,0,01073
542,03/25/20,NO. BHAM,PM10-24hr,UG/M3,15.0,24,14,0,01073
543,03/25/20,FAIRFIELD,OZONE-1HR,PPB,41.0,1,-999,-999,01073
544,03/25/20,FAIRFIELD,OZONE-8HR,PPB,36.0,8,33,0,01073
545,03/25/20,MCADORY,OZONE-1HR,PPB,46.0,1,-999,-999,01073
546,03/25/20,MCADORY,OZONE-8HR,PPB,39.0,8,36,0,01073
547,03/25/20,MCADORY,PM2.5-24hr,UG/M3,6.7,24,28,0,01073
548,03/25/20,LEEDS,OZONE-1HR,PPB,43.0,1,-999,-999,01073
549,03/25/20,WYLAM,PM10-24hr,UG/M3,12.0,24,12,0,01073
550,03/25/20,WYLAM,PM2.5-24hr,UG/M3,7.2,24,30,0,01073
551,03/25/20,CORNER,OZONE-1HR,PPB,39.0,1,-999,-999,01073
552,03/25/20,CORNER,OZONE-8HR,PPB,34.0,8,31,0,01073
553,03/25/20,CORNER,PM2.5-24hr,UG/M3,4.1,24,18,0,01073
554,03/25/20,TARRANT,OZONE-1HR,PPB,39.0,1,-999,-999,01073
555,03/25/20,TARRANT,OZONE-8HR,PPB,36.0,8,33,0,01073
556,03/25/20,Shuttlesworth,PM10-24hr,UG/M3,15.0,24,15,0,01073
557,03/25/20,Shuttlesworth,PM2.5-24hr,UG/M3,6.1,24,26,0,01073
558,03/25/20,Huntsville Old Airport,OZONE-1HR,PPB,41.0,1,-999,-999,01089
559,03/25/20,Huntsville Old Airport,OZONE-8HR,PPB,36.0,8,33,0,01089
560,03/25/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,4.1,24,17,0,01089
561,03/25/20,Huntsville Capshaw,OZONE-1HR,PPB,40.0,1,-999,-999,01089
562,03/25/20,Huntsville Capshaw,OZONE-8HR,PPB,35.0,8,32,0,01089
871,03/25/20,Garden,CO-8hr,PPM,0.72,1,8,0,02020
872,03/25/20,Garden,PM10-24hr,UG/M3,18.0,24,17,0,02020
873,03/25/20,Garden,PM2.5-24hr,UG/M3,9.8,24,41,0,02020
874,03/25/20,Parkgate (Eagle River),PM10-24hr,UG/M3,17.0,24,17,0,02020
886,03/25/20,Bethel,PM10-24hr,UG/M3,1.0,24,1,0,02050
887,03/25/20,Bethel,PM2.5-24hr,UG/M3,1.4,24,6,0,02050
888,03/25/20,Denali NPP,OZONE-1HR,PPB,50.0,1,-999,-999,02068
889,03/25/20,Denali NPP,OZONE-8HR,PPB,45.0,8,42,0,02068
890,03/25/20,NCore,CO-8hr,PPM,0.2,1,2,0,02090
