,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
547,04/11/20,Sand Mountain,OZONE-1HR,PPB,53.0,1,-999,-999,01049
548,04/11/20,Sand Mountain,OZONE-8HR,PPB,49.0,8,45,0,01049
553,04/11/20,NO. BHAM,OZONE-1HR,PPB,61.0,1,-999,-999,01073
554,04/11/20,NO. BHAM,OZONE-8HR,PPB,57.0,8,58,1,01073
555,04/11/20,NO. BHAM,PM10-24hr,UG/M3,24.0,24,23,0,01073
556,04/11/20,FAIRFIELD,OZONE-1HR,PPB,57.0,1,-999,-999,01073
557,04/11/20,FAIRFIELD,OZONE-8HR,PPB,53.0,8,49,0,01073
558,04/11/20,MCADORY,OZONE-1HR,PPB,55.0,1,-999,-999,01073
559,04/11/20,MCADORY,OZONE-8HR,PPB,53.0,8,49,0,01073
560,04/11/20,MCADORY,PM2.5-24hr,UG/M3,9.3,24,39,0,01073
561,04/11/20,LEEDS,OZONE-1HR,PPB,51.0,1,-999,-999,01073
562,04/11/20,LEEDS,OZONE-8HR,PPB,46.0,8,43,0,01073
563,04/11/20,WYLAM,PM10-24hr,UG/M3,15.0,24,14,0,01073
564,04/11/20,WYLAM,PM2.5-24hr,UG/M3,10.0,24,42,0,01073
565,04/11/20,CORNER,OZONE-1HR,PPB,61.0,1,-999,-999,01073
566,04/11/20,CORNER,OZONE-8HR,PPB,56.0,8,54,1,01073
567,04/11/20,CORNER,PM2.5-24hr,UG/M3,6.9,24,29,0,01073
568,04/11/20,TARRANT,OZONE-1HR,PPB,55.0,1,-999,-999,01073
569,04/11/20,TARRANT,OZONE-8HR,PPB,52.0,8,48,0,01073
570,04/11/20,Shuttlesworth,PM10-24hr,UG/M3,25.0,24,23,0,01073
571,04/11/20,Shuttlesworth,PM2.5-24hr,UG/M3,10.3,24,43,0,01073
572,04/11/20,Huntsville Old Airport,OZONE-1HR,PPB,54.0,1,-999,-999,01089
573,04/11/20,Huntsville Old Airport,OZONE-8HR,PPB,51.0,8,47,0,01089
574,04/11/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,9.2,24,38,0,01089
575,04/11/20,Huntsville Capshaw,OZONE-1HR,PPB,51.0,1,-999,-999,01089
576,04/11/20,Huntsville Capshaw,OZONE-8HR,PPB,50.0,8,46,0,01089
890,04/11/20,Garden,CO-8hr,PPM,0.55,1,6,0,02020
891,04/11/20,Garden,PM10-24hr,UG/M3,20.0,24,19,0,02020
892,04/11/20,Garden,PM2.5-24hr,UG/M3,7.2,24,30,0,02020
893,04/11/20,Parkgate (Eagle River),PM10-24hr,UG/M3,32.0,24,31,0,02020
905,04/11/20,Bethel,PM10-24hr,UG/M3,11.0,24,11,0,02050
906,04/11/20,Bethel,PM2.5-24hr,UG/M3,4.4,24,18,0,02050
907,04/11/20,Denali NPP,OZONE-1HR,PPB,53.0,1,-999,-999,02068
908,04/11/20,Denali NPP,OZONE-8HR,PPB,52.0,8,48,0,02068
909,04/11/20,NCore,CO-8hr,PPM,0.34,1,4,0,02090
910,04/11/20,NCore,OZONE-1HR,PPB,45.0,1,-999,-999,02090
911,04/11/20,NCore,OZONE-8HR,PPB,43.0,8,40,0,02090
912,04/11/20,NCore,PM10-24hr,UG/M3,12.0,24,12,0,02090
913,04/11/20,NCore,PM2.5-24hr,UG/M3,4.0,24,17,0,02090
914,04/11/20,NCore,SO2-24HR,PPB,2.0,24,-999,-999,02090
915,04/11/20,Hurst Road,PM2.5-24hr,UG/M3,4.0,24,17,0,02090
916,04/11/20,Floyd Dryden,PM10-24hr,UG/M3,12.0,24,11,0,02110
917,04/11/20,Floyd Dryden,PM2.5-24hr,UG/M3,5.9,24,25,0,02110
933,04/11/20,Butte (Harrison Court),PM10-24hr,UG/M3,13.0,24,13,0,02170
934,04/11/20,Butte (Harrison Court),PM2.5-24hr,UG/M3,8.4,24,35,0,02170
1338,04/11/20,Paul Spur Chemical Lime Plant,PM10-24hr,UG/M3,6.0,24,6,0,04003
1339,04/11/20,Douglas Red Cross,PM10-24hr,UG/M3,13.0,24,13,0,04003
1340,04/11/20,Chiricahua NM,OZONE-1HR,PPB,49.0,1,-999,-999,04003
1341,04/11/20,Chiricahua NM,OZONE-8HR,PPB,48.0,8,44,0,04003
1342,04/11/20,Flagstaff Middle School,OZONE-1HR,PPB,54.0,1,-999,-999,04005
1343,04/11/20,Flagstaff Middle School,OZONE-8HR,PPB,52.0,8,48,0,04005
1344,04/11/20,Grand Canyon NP,OZONE-1HR,PPB,48.0,1,-999,-999,04005
1345,04/11/20,Grand Canyon NP,OZONE-8HR,PPB,46.0,8,43,0,04005
1346,04/11/20,Payson Well Site,PM10-24hr,UG/M3,12.0,24,12,0,04007
1347,04/11/20,Tonto National Monument,OZONE-1HR,PPB,48.0,1,-999,-999,04007
1348,04/11/20,Tonto National Monument,OZONE-8HR,PPB,45.0,8,42,0,04007
1349,04/11/20,Miami Jones Ranch,SO2-24HR,PPB,0.0,24,-999,-999,04007
1350,04/11/20,Miami Town Site,SO2-24HR,PPB,0.0,24,-999,-999,04007
1351,04/11/20,Hayden,PM10-24hr,UG/M3,10.0,24,9,0,04007
1352,04/11/20,Hayden,SO2-24HR,PPB,1.0,24,-999,-999,04007
1353,04/11/20,Miami Golf Course,PM10-24hr,UG/M3,11.0,24,10,0,04007
1364,04/11/20,Alamo Lake,OZONE-1HR,PPB,47.0,1,-999,-999,04012
1365,04/11/20,Alamo Lake,OZONE-8HR,PPB,46.0,8,43,0,04012
1366,04/11/20,Alamo Lake,PM10-24hr,UG/M3,6.0,24,6,0,04012
1367,04/11/20,Alamo Lake,PM2.5-24hr,UG/M3,3.5,24,15,0,04012
1384,04/11/20,Ft McD Yuma Frank-AZ,OZONE-1HR,PPB,99.0,1,-999,-999,04013
1385,04/11/20,Ft McD Yuma Frank-AZ,OZONE-8HR,PPB,94.0,8,172,3,04013
1386,04/11/20,Ft McD Yuma Frank-AZ,PM10-24hr,UG/M3,18.0,24,18,0,04013
1431,04/11/20,StJohns,OZONE-1HR,PPB,48.0,1,-999,-999,04013
1432,04/11/20,StJohns,OZONE-8HR,PPB,45.0,8,42,0,04013
1433,04/11/20,StJohns,PM10-24hr,UG/M3,12.0,24,11,0,04013
1435,04/11/20,Senior Center,OZONE-1HR,PPB,46.0,1,-999,-999,04013
1436,04/11/20,Senior Center,OZONE-8HR,PPB,43.0,8,40,0,04013
1437,04/11/20,Senior Center,PM10-24hr,UG/M3,26.0,24,24,0,04013
1438,04/11/20,Red Mountain,OZONE-1HR,PPB,45.0,1,-999,-999,04013
1439,04/11/20,Red Mountain,OZONE-8HR,PPB,44.0,8,41,0,04013
