,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
553,04/26/20,Sand Mountain,OZONE-1HR,PPB,42.0,1,-999,-999,01049
554,04/26/20,Sand Mountain,OZONE-8HR,PPB,41.0,8,38,0,01049
559,04/26/20,NO. BHAM,OZONE-1HR,PPB,51.0,1,-999,-999,01073
560,04/26/20,NO. BHAM,OZONE-8HR,PPB,48.0,8,44,0,01073
561,04/26/20,NO. BHAM,PM10-24hr,UG/M3,8.0,24,8,0,01073
562,04/26/20,FAIRFIELD,OZONE-1HR,PPB,47.0,1,-999,-999,01073
563,04/26/20,FAIRFIELD,OZONE-8HR,PPB,44.0,8,41,0,01073
564,04/26/20,MCADORY,OZONE-1HR,PPB,49.0,1,-999,-999,01073
565,04/26/20,MCADORY,OZONE-8HR,PPB,48.0,8,44,0,01073
566,04/26/20,MCADORY,PM2.5-24hr,UG/M3,4.8,24,20,0,01073
567,04/26/20,LEEDS,OZONE-1HR,PPB,46.0,1,-999,-999,01073
568,04/26/20,LEEDS,OZONE-8HR,PPB,44.0,8,41,0,01073
569,04/26/20,WYLAM,PM10-24hr,UG/M3,7.0,24,6,0,01073
570,04/26/20,WYLAM,PM2.5-24hr,UG/M3,4.7,24,20,0,01073
571,04/26/20,CORNER,OZONE-1HR,PPB,49.0,1,-999,-999,01073
572,04/26/20,CORNER,OZONE-8HR,PPB,47.0,8,44,0,01073
573,04/26/20,CORNER,PM2.5-24hr,UG/M3,4.0,24,17,0,01073
574,04/26/20,TARRANT,OZONE-1HR,PPB,44.0,1,-999,-999,01073
575,04/26/20,TARRANT,OZONE-8HR,PPB,40.0,8,37,0,01073
576,04/26/20,Shuttlesworth,PM10-24hr,UG/M3,29.0,24,27,0,01073
577,04/26/20,Shuttlesworth,PM2.5-24hr,UG/M3,13.8,24,55,1,01073
578,04/26/20,Huntsville Old Airport,OZONE-1HR,PPB,44.0,1,-999,-999,01089
579,04/26/20,Huntsville Old Airport,OZONE-8HR,PPB,43.0,8,40,0,01089
580,04/26/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,5.1,24,21,0,01089
581,04/26/20,Huntsville Capshaw,OZONE-1HR,PPB,41.0,1,-999,-999,01089
582,04/26/20,Huntsville Capshaw,OZONE-8HR,PPB,39.0,8,36,0,01089
896,04/26/20,Garden,CO-8hr,PPM,0.7,1,8,0,02020
897,04/26/20,Garden,PM10-24hr,UG/M3,17.0,24,17,0,02020
898,04/26/20,Garden,PM2.5-24hr,UG/M3,5.7,24,24,0,02020
899,04/26/20,Parkgate (Eagle River),PM10-24hr,UG/M3,25.0,24,23,0,02020
910,04/26/20,Bethel,PM10-24hr,UG/M3,17.0,24,16,0,02050
911,04/26/20,Bethel,PM2.5-24hr,UG/M3,3.0,24,13,0,02050
912,04/26/20,Denali NPP,OZONE-1HR,PPB,51.0,1,-999,-999,02068
913,04/26/20,Denali NPP,OZONE-8HR,PPB,49.0,8,45,0,02068
914,04/26/20,NCore,CO-8hr,PPM,0.11,1,1,0,02090
915,04/26/20,NCore,OZONE-1HR,PPB,46.0,1,-999,-999,02090
916,04/26/20,NCore,OZONE-8HR,PPB,43.0,8,40,0,02090
917,04/26/20,NCore,PM10-24hr,UG/M3,17.0,24,17,0,02090
918,04/26/20,NCore,PM2.5-24hr,UG/M3,2.2,24,10,0,02090
919,04/26/20,NCore,SO2-24HR,PPB,1.0,24,-999,-999,02090
920,04/26/20,Hurst Road,PM2.5-24hr,UG/M3,4.5,24,19,0,02090
921,04/26/20,Floyd Dryden,PM10-24hr,UG/M3,3.0,24,4,0,02110
922,04/26/20,Floyd Dryden,PM2.5-24hr,UG/M3,2.0,24,8,0,02110
938,04/26/20,Butte (Harrison Court),PM10-24hr,UG/M3,9.0,24,9,0,02170
