,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
548,04/20/20,Sand Mountain,OZONE-1HR,PPB,50.0,1,-999,-999,01049
549,04/20/20,Sand Mountain,OZONE-8HR,PPB,47.0,8,44,0,01049
554,04/20/20,NO. BHAM,OZONE-1HR,PPB,54.0,1,-999,-999,01073
555,04/20/20,NO. BHAM,OZONE-8HR,PPB,51.0,8,47,0,01073
556,04/20/20,NO. BHAM,PM10-24hr,UG/M3,11.0,24,10,0,01073
557,04/20/20,FAIRFIELD,OZONE-1HR,PPB,49.0,1,-999,-999,01073
558,04/20/20,FAIRFIELD,OZONE-8HR,PPB,46.0,8,43,0,01073
559,04/20/20,MCADORY,OZONE-1HR,PPB,51.0,1,-999,-999,01073
560,04/20/20,MCADORY,OZONE-8HR,PPB,47.0,8,44,0,01073
561,04/20/20,MCADORY,PM2.5-24hr,UG/M3,6.1,24,25,0,01073
562,04/20/20,LEEDS,OZONE-1HR,PPB,50.0,1,-999,-999,01073
563,04/20/20,LEEDS,OZONE-8HR,PPB,44.0,8,41,0,01073
564,04/20/20,WYLAM,PM10-24hr,UG/M3,9.0,24,9,0,01073
565,04/20/20,WYLAM,PM2.5-24hr,UG/M3,6.7,24,28,0,01073
566,04/20/20,CORNER,OZONE-1HR,PPB,51.0,1,-999,-999,01073
567,04/20/20,CORNER,OZONE-8HR,PPB,48.0,8,44,0,01073
568,04/20/20,CORNER,PM2.5-24hr,UG/M3,5.4,24,23,0,01073
569,04/20/20,TARRANT,OZONE-1HR,PPB,49.0,1,-999,-999,01073
570,04/20/20,TARRANT,OZONE-8HR,PPB,44.0,8,41,0,01073
571,04/20/20,Shuttlesworth,PM10-24hr,UG/M3,17.0,24,17,0,01073
572,04/20/20,Shuttlesworth,PM2.5-24hr,UG/M3,8.7,24,36,0,01073
573,04/20/20,Huntsville Old Airport,OZONE-1HR,PPB,51.0,1,-999,-999,01089
574,04/20/20,Huntsville Old Airport,OZONE-8HR,PPB,48.0,8,44,0,01089
575,04/20/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,6.8,24,29,0,01089
576,04/20/20,Huntsville Capshaw,OZONE-1HR,PPB,49.0,1,-999,-999,01089
577,04/20/20,Huntsville Capshaw,OZONE-8HR,PPB,46.0,8,43,0,01089
891,04/20/20,Garden,CO-8hr,PPM,0.28,1,3,0,02020
892,04/20/20,Parkgate (Eagle River),PM10-24hr,UG/M3,7.0,24,6,0,02020
903,04/20/20,Bethel,PM10-24hr,UG/M3,2.0,24,2,0,02050
904,04/20/20,Bethel,PM2.5-24hr,UG/M3,1.6,24,7,0,02050
905,04/20/20,Denali NPP,OZONE-1HR,PPB,39.0,1,-999,-999,02068
