,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
558,05/16/20,Sand Mountain,OZONE-1HR,PPB,45.0,1,-999,-999,01049
559,05/16/20,Sand Mountain,OZONE-8HR,PPB,43.0,8,40,0,01049
564,05/16/20,NO. BHAM,OZONE-1HR,PPB,45.0,1,-999,-999,01073
565,05/16/20,NO. BHAM,OZONE-8HR,PPB,43.0,8,40,0,01073
566,05/16/20,NO. BHAM,PM10-24hr,UG/M3,23.0,24,22,0,01073
567,05/16/20,FAIRFIELD,OZONE-1HR,PPB,44.0,1,-999,-999,01073
568,05/16/20,FAIRFIELD,OZONE-8HR,PPB,43.0,8,40,0,01073
569,05/16/20,MCADORY,OZONE-1HR,PPB,50.0,1,-999,-999,01073
570,05/16/20,MCADORY,OZONE-8HR,PPB,47.0,8,44,0,01073
571,05/16/20,MCADORY,PM2.5-24hr,UG/M3,10.5,24,44,0,01073
572,05/16/20,LEEDS,OZONE-1HR,PPB,41.0,1,-999,-999,01073
573,05/16/20,LEEDS,OZONE-8HR,PPB,37.0,8,34,0,01073
574,05/16/20,WYLAM,PM10-24hr,UG/M3,20.0,24,19,0,01073
575,05/16/20,WYLAM,PM2.5-24hr,UG/M3,10.7,24,45,0,01073
576,05/16/20,CORNER,OZONE-1HR,PPB,50.0,1,-999,-999,01073
577,05/16/20,CORNER,OZONE-8HR,PPB,47.0,8,44,0,01073
578,05/16/20,CORNER,PM2.5-24hr,UG/M3,9.1,24,38,0,01073
579,05/16/20,TARRANT,OZONE-1HR,PPB,45.0,1,-999,-999,01073
580,05/16/20,TARRANT,OZONE-8HR,PPB,43.0,8,40,0,01073
581,05/16/20,Shuttlesworth,PM10-24hr,UG/M3,30.0,24,29,0,01073
582,05/16/20,Shuttlesworth,PM2.5-24hr,UG/M3,10.7,24,45,0,01073
583,05/16/20,Huntsville Old Airport,OZONE-1HR,PPB,49.0,1,-999,-999,01089
584,05/16/20,Huntsville Old Airport,OZONE-8HR,PPB,47.0,8,44,0,01089
585,05/16/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,11.2,24,47,0,01089
586,05/16/20,Huntsville Capshaw,OZONE-1HR,PPB,47.0,1,-999,-999,01089
587,05/16/20,Huntsville Capshaw,OZONE-8HR,PPB,45.0,8,42,0,01089
901,05/16/20,Garden,CO-8hr,PPM,0.23,1,3,0,02020
902,05/16/20,Garden,PM10-24hr,UG/M3,12.0,24,11,0,02020
903,05/16/20,Garden,PM2.5-24hr,UG/M3,2.0,24,9,0,02020
904,05/16/20,Parkgate (Eagle River),PM10-24hr,UG/M3,17.0,24,16,0,02020
915,05/16/20,Denali NPP,OZONE-1HR,PPB,38.0,1,-999,-999,02068
916,05/16/20,Denali NPP,OZONE-8HR,PPB,35.0,8,32,0,02068
917,05/16/20,NCore,CO-8hr,PPM,0.11,1,1,0,02090
918,05/16/20,NCore,OZONE-1HR,PPB,37.0,1,-999,-999,02090
919,05/16/20,NCore,OZONE-8HR,PPB,35.0,8,32,0,02090
920,05/16/20,NCore,PM10-24hr,UG/M3,13.0,24,12,0,02090
921,05/16/20,NCore,PM2.5-24hr,UG/M3,1.2,24,5,0,02090
922,05/16/20,NCore,SO2-24HR,PPB,1.0,24,-999,-999,02090
923,05/16/20,Hurst Road,PM2.5-24hr,UG/M3,4.2,24,18,0,02090
924,05/16/20,Floyd Dryden,PM10-24hr,UG/M3,10.0,24,10,0,02110
925,05/16/20,Floyd Dryden,PM2.5-24hr,UG/M3,7.2,24,30,0,02110
941,05/16/20,Butte (Harrison Court),PM10-24hr,UG/M3,14.0,24,13,0,02170
942,05/16/20,Butte (Harrison Court),PM2.5-24hr,UG/M3,4.1,24,17,0,02170
1346,05/16/20,Chiricahua NM,OZONE-1HR,PPB,54.0,1,-999,-999,04003
1347,05/16/20,Chiricahua NM,OZONE-8HR,PPB,53.0,8,49,0,04003
1348,05/16/20,Flagstaff Middle School,OZONE-1HR,PPB,53.0,1,-999,-999,04005
1349,05/16/20,Flagstaff Middle School,OZONE-8HR,PPB,50.0,8,46,0,04005
1350,05/16/20,Grand Canyon NP,OZONE-1HR,PPB,50.0,1,-999,-999,04005
1351,05/16/20,Grand Canyon NP,OZONE-8HR,PPB,48.0,8,44,0,04005
1352,05/16/20,Payson Well Site,PM10-24hr,UG/M3,15.0,24,15,0,04007
1353,05/16/20,Tonto National Monument,OZONE-1HR,PPB,67.0,1,-999,-999,04007
1354,05/16/20,Tonto National Monument,OZONE-8HR,PPB,60.0,8,67,1,04007
1355,05/16/20,Miami Jones Ranch,SO2-24HR,PPB,2.0,24,-999,-999,04007
1356,05/16/20,Miami Town Site,SO2-24HR,PPB,2.0,24,-999,-999,04007
1357,05/16/20,Hayden,PM10-24hr,UG/M3,20.0,24,19,0,04007
1358,05/16/20,Hayden,SO2-24HR,PPB,1.0,24,-999,-999,04007
1359,05/16/20,Miami Golf Course,PM10-24hr,UG/M3,22.0,24,21,0,04007
1370,05/16/20,Alamo Lake,OZONE-1HR,PPB,55.0,1,-999,-999,04012
1371,05/16/20,Alamo Lake,OZONE-8HR,PPB,52.0,8,48,0,04012
1372,05/16/20,Alamo Lake,PM10-24hr,UG/M3,16.0,24,15,0,04012
1373,05/16/20,Alamo Lake,PM2.5-24hr,UG/M3,4.5,24,19,0,04012
1390,05/16/20,Ft McD Yuma Frank-AZ,PM10-24hr,UG/M3,46.0,24,44,0,04013
1435,05/16/20,StJohns,OZONE-1HR,PPB,56.0,1,-999,-999,04013
1436,05/16/20,StJohns,OZONE-8HR,PPB,53.0,8,49,0,04013
1437,05/16/20,StJohns,PM10-24hr,UG/M3,28.0,24,26,0,04013
1439,05/16/20,Senior Center,OZONE-1HR,PPB,70.0,1,-999,-999,04013
1440,05/16/20,Senior Center,OZONE-8HR,PPB,64.0,8,80,1,04013
1441,05/16/20,Senior Center,PM10-24hr,UG/M3,38.0,24,35,0,04013
1442,05/16/20,Red Mountain,OZONE-1HR,PPB,71.0,1,-999,-999,04013
1443,05/16/20,Red Mountain,OZONE-8HR,PPB,64.0,8,80,1,04013
1444,05/16/20,LEHI,OZONE-1HR,PPB,68.0,1,-999,-999,04013
1445,05/16/20,LEHI,OZONE-8HR,PPB,63.0,8,77,1,04013
1446,05/16/20,LEHI,PM10-24hr,UG/M3,28.0,24,26,0,04013
1447,05/16/20,High School,OZONE-1HR,PPB,69.0,1,-999,-999,04013
1448,05/16/20,High School,OZONE-8HR,PPB,63.0,8,77,1,04013
1449,05/16/20,High School,PM10-24hr,UG/M3,33.0,24,31,0,04013
1459,05/16/20,Phoenix JLG Supersite,CO-8hr,PPM,0.39,1,4,0,04013
1460,05/16/20,Phoenix JLG Supersite,OZONE-1HR,PPB,61.0,1,-999,-999,04013
1461,05/16/20,Phoenix JLG Supersite,OZONE-8HR,PPB,53.0,8,49,0,04013
1462,05/16/20,Phoenix JLG Supersite,PM10-24hr,UG/M3,26.0,24,24,0,04013
1463,05/16/20,Phoenix JLG Supersite,PM2.5-24hr,UG/M3,6.8,24,28,0,04013
1464,05/16/20,Phoenix JLG Supersite,SO2-24HR,PPB,1.0,24,-999,-999,04013
1465,05/16/20,Petrified Forest NP,OZONE-1HR,PPB,54.0,1,-999,-999,04017
1466,05/16/20,Petrified Forest NP,OZONE-8HR,PPB,51.0,8,47,0,04017
1467,05/16/20,Ajo,PM10-24hr,UG/M3,13.0,24,12,0,04019
1468,05/16/20,Orange Grove,PM10-24hr,UG/M3,17.0,24,16,0,04019
1469,05/16/20,Orange Grove,PM2.5-24hr,UG/M3,2.4,24,10,0,04019
