,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
545,04/24/20,Sand Mountain,OZONE-1HR,PPB,42.0,1,-999,-999,01049
546,04/24/20,Sand Mountain,OZONE-8HR,PPB,40.0,8,37,0,01049
551,04/24/20,NO. BHAM,OZONE-1HR,PPB,45.0,1,-999,-999,01073
552,04/24/20,NO. BHAM,OZONE-8HR,PPB,42.0,8,39,0,01073
553,04/24/20,NO. BHAM,PM10-24hr,UG/M3,15.0,24,14,0,01073
554,04/24/20,FAIRFIELD,OZONE-1HR,PPB,43.0,1,-999,-999,01073
555,04/24/20,FAIRFIELD,OZONE-8HR,PPB,40.0,8,37,0,01073
556,04/24/20,MCADORY,OZONE-1HR,PPB,43.0,1,-999,-999,01073
557,04/24/20,MCADORY,OZONE-8HR,PPB,40.0,8,37,0,01073
558,04/24/20,MCADORY,PM2.5-24hr,UG/M3,5.2,24,22,0,01073
559,04/24/20,LEEDS,OZONE-1HR,PPB,42.0,1,-999,-999,01073
560,04/24/20,LEEDS,OZONE-8HR,PPB,39.0,8,36,0,01073
561,04/24/20,WYLAM,PM10-24hr,UG/M3,10.0,24,10,0,01073
562,04/24/20,WYLAM,PM2.5-24hr,UG/M3,6.3,24,27,0,01073
563,04/24/20,CORNER,OZONE-1HR,PPB,44.0,1,-999,-999,01073
564,04/24/20,CORNER,OZONE-8HR,PPB,40.0,8,37,0,01073
565,04/24/20,CORNER,PM2.5-24hr,UG/M3,4.6,24,19,0,01073
566,04/24/20,TARRANT,OZONE-1HR,PPB,41.0,1,-999,-999,01073
567,04/24/20,TARRANT,OZONE-8HR,PPB,37.0,8,34,0,01073
568,04/24/20,Shuttlesworth,PM10-24hr,UG/M3,19.0,24,18,0,01073
569,04/24/20,Shuttlesworth,PM2.5-24hr,UG/M3,8.3,24,35,0,01073
570,04/24/20,Huntsville Old Airport,OZONE-1HR,PPB,46.0,1,-999,-999,01089
571,04/24/20,Huntsville Old Airport,OZONE-8HR,PPB,42.0,8,39,0,01089
572,04/24/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,5.2,24,22,0,01089
573,04/24/20,Huntsville Capshaw,OZONE-1HR,PPB,43.0,1,-999,-999,01089
574,04/24/20,Huntsville Capshaw,OZONE-8HR,PPB,38.0,8,35,0,01089
887,04/24/20,Garden,CO-8hr,PPM,0.56,1,6,0,02020
888,04/24/20,Garden,PM10-24hr,UG/M3,8.0,24,8,0,02020
889,04/24/20,Garden,PM2.5-24hr,UG/M3,3.5,24,15,0,02020
890,04/24/20,Parkgate (Eagle River),PM10-24hr,UG/M3,24.0,24,22,0,02020
901,04/24/20,Denali NPP,OZONE-1HR,PPB,42.0,1,-999,-999,02068
902,04/24/20,Denali NPP,OZONE-8HR,PPB,41.0,8,38,0,02068
903,04/24/20,NCore,CO-8hr,PPM,0.1,1,1,0,02090
904,04/24/20,NCore,OZONE-1HR,PPB,36.0,1,-999,-999,02090
905,04/24/20,NCore,OZONE-8HR,PPB,33.0,8,31,0,02090
906,04/24/20,NCore,PM10-24hr,UG/M3,15.0,24,14,0,02090
907,04/24/20,NCore,PM2.5-24hr,UG/M3,0.9,24,4,0,02090
908,04/24/20,NCore,SO2-24HR,PPB,0.0,24,-999,-999,02090
909,04/24/20,Hurst Road,PM2.5-24hr,UG/M3,1.8,24,8,0,02090
910,04/24/20,Floyd Dryden,PM10-24hr,UG/M3,2.0,24,2,0,02110
911,04/24/20,Floyd Dryden,PM2.5-24hr,UG/M3,1.8,24,8,0,02110
927,04/24/20,Butte (Harrison Court),PM10-24hr,UG/M3,1.0,24,2,0,02170
928,04/24/20,Butte (Harrison Court),PM2.5-24hr,UG/M3,1.2,24,5,0,02170
1322,04/24/20,Douglas Red Cross,PM10-24hr,UG/M3,25.0,24,23,0,04003
1323,04/24/20,Chiricahua NM,OZONE-1HR,PPB,58.0,1,-999,-999,04003
1324,04/24/20,Chiricahua NM,OZONE-8HR,PPB,56.0,8,54,1,04003
1325,04/24/20,Flagstaff Middle School,OZONE-1HR,PPB,52.0,1,-999,-999,04005
1326,04/24/20,Flagstaff Middle School,OZONE-8HR,PPB,51.0,8,47,0,04005
1327,04/24/20,Grand Canyon NP,OZONE-1HR,PPB,51.0,1,-999,-999,04005
1328,04/24/20,Grand Canyon NP,OZONE-8HR,PPB,49.0,8,45,0,04005
1329,04/24/20,Payson Well Site,PM10-24hr,UG/M3,12.0,24,11,0,04007
1330,04/24/20,Tonto National Monument,OZONE-1HR,PPB,69.0,1,-999,-999,04007
1331,04/24/20,Tonto National Monument,OZONE-8HR,PPB,60.0,8,67,1,04007
1332,04/24/20,Miami Jones Ranch,SO2-24HR,PPB,1.0,24,-999,-999,04007
1333,04/24/20,Miami Town Site,SO2-24HR,PPB,0.0,24,-999,-999,04007
1334,04/24/20,Hayden,PM10-24hr,UG/M3,17.0,24,17,0,04007
1335,04/24/20,Hayden,SO2-24HR,PPB,1.0,24,-999,-999,04007
