,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
549,02/17/20,Sand Mountain,OZONE-1HR,PPB,28.0,1,-999,-999,01049
550,02/17/20,Sand Mountain,OZONE-8HR,PPB,26.0,8,24,0,01049
551,02/17/20,NO. BHAM,OZONE-1HR,PPB,33.0,1,-999,-999,01073
552,02/17/20,NO. BHAM,OZONE-8HR,PPB,31.0,8,29,0,01073
553,02/17/20,NO. BHAM,PM10-24hr,UG/M3,14.0,24,14,0,01073
554,02/17/20,MCADORY,PM2.5-24hr,UG/M3,6.9,24,29,0,01073
555,02/17/20,WYLAM,PM10-24hr,UG/M3,13.0,24,12,0,01073
556,02/17/20,WYLAM,PM2.5-24hr,UG/M3,9.2,24,39,0,01073
557,02/17/20,CORNER,PM2.5-24hr,UG/M3,6.9,24,29,0,01073
558,02/17/20,Shuttlesworth,PM10-24hr,UG/M3,13.0,24,13,0,01073
559,02/17/20,Shuttlesworth,PM2.5-24hr,UG/M3,7.9,24,33,0,01073
560,02/17/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,9.2,24,39,0,01089
842,02/17/20,Garden,CO-8hr,PPM,0.47,1,5,0,02020
843,02/17/20,Garden,PM10-24hr,UG/M3,2.0,24,3,0,02020
844,02/17/20,Garden,PM2.5-24hr,UG/M3,1.6,24,7,0,02020
845,02/17/20,Parkgate (Eagle River),PM10-24hr,UG/M3,3.0,24,4,0,02020
857,02/17/20,Bethel,PM10-24hr,UG/M3,2.0,24,3,0,02050
858,02/17/20,Bethel,PM2.5-24hr,UG/M3,1.0,24,5,0,02050
859,02/17/20,Denali NPP,OZONE-1HR,PPB,45.0,1,-999,-999,02068
860,02/17/20,NCore,CO-8hr,PPM,0.63,1,7,0,02090
861,02/17/20,NCore,OZONE-1HR,PPB,8.0,1,-999,-999,02090
862,02/17/20,NCore,OZONE-8HR,PPB,7.0,8,6,0,02090
863,02/17/20,NCore,PM10-24hr,UG/M3,26.0,24,25,0,02090
