,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
538,02/29/20,Sand Mountain,OZONE-1HR,PPB,44.0,1,-999,-999,01049
539,02/29/20,Sand Mountain,OZONE-8HR,PPB,42.0,8,39,0,01049
540,02/29/20,NO. BHAM,OZONE-1HR,PPB,50.0,1,-999,-999,01073
541,02/29/20,NO. BHAM,OZONE-8HR,PPB,47.0,8,44,0,01073
542,02/29/20,NO. BHAM,PM10-24hr,UG/M3,14.0,24,14,0,01073
543,02/29/20,MCADORY,PM2.5-24hr,UG/M3,6.3,24,27,0,01073
544,02/29/20,WYLAM,PM10-24hr,UG/M3,11.0,24,11,0,01073
545,02/29/20,WYLAM,PM2.5-24hr,UG/M3,5.8,24,24,0,01073
546,02/29/20,CORNER,PM2.5-24hr,UG/M3,6.4,24,27,0,01073
547,02/29/20,Shuttlesworth,PM10-24hr,UG/M3,23.0,24,22,0,01073
548,02/29/20,Shuttlesworth,PM2.5-24hr,UG/M3,10.3,24,43,0,01073
549,02/29/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,6.1,24,26,0,01089
550,02/29/20,Huntsville Capshaw,OZONE-1HR,PPB,43.0,1,-999,-999,01089
551,02/29/20,Huntsville Capshaw,OZONE-8HR,PPB,40.0,8,37,0,01089
840,02/29/20,Garden,CO-8hr,PPM,0.84,1,10,0,02020
841,02/29/20,Garden,PM10-24hr,UG/M3,8.0,24,7,0,02020
842,02/29/20,Garden,PM2.5-24hr,UG/M3,6.1,24,25,0,02020
843,02/29/20,Parkgate (Eagle River),PM10-24hr,UG/M3,5.0,24,6,0,02020
853,02/29/20,Bethel,PM10-24hr,UG/M3,3.0,24,4,0,02050
854,02/29/20,Bethel,PM2.5-24hr,UG/M3,1.5,24,6,0,02050
855,02/29/20,Denali NPP,OZONE-1HR,PPB,46.0,1,-999,-999,02068
856,02/29/20,Denali NPP,OZONE-8HR,PPB,46.0,8,43,0,02068
857,02/29/20,NCore,CO-8hr,PPM,0.57,1,7,0,02090
858,02/29/20,NCore,OZONE-1HR,PPB,13.0,1,-999,-999,02090
859,02/29/20,NCore,OZONE-8HR,PPB,10.0,8,9,0,02090
860,02/29/20,NCore,PM10-24hr,UG/M3,30.0,24,29,0,02090
861,02/29/20,NCore,PM2.5-24hr,UG/M3,17.3,24,62,1,02090
862,02/29/20,NCore,SO2-24HR,PPB,10.0,24,-999,-999,02090
863,02/29/20,Hurst Road,PM2.5-24hr,UG/M3,35.7,24,102,2,02090
864,02/29/20,Floyd Dryden,PM10-24hr,UG/M3,4.0,24,5,0,02110
865,02/29/20,Floyd Dryden,PM2.5-24hr,UG/M3,2.3,24,10,0,02110
881,02/29/20,Butte (Harrison Court),PM10-24hr,UG/M3,6.0,24,6,0,02170
882,02/29/20,Butte (Harrison Court),PM2.5-24hr,UG/M3,4.6,24,19,0,02170
1288,02/29/20,Paul Spur Chemical Lime Plant,PM10-24hr,UG/M3,7.0,24,6,0,04003
1289,02/29/20,Douglas Red Cross,PM10-24hr,UG/M3,31.0,24,30,0,04003
1290,02/29/20,Chiricahua NM,OZONE-1HR,PPB,46.0,1,-999,-999,04003
1291,02/29/20,Chiricahua NM,OZONE-8HR,PPB,45.0,8,42,0,04003
1292,02/29/20,Flagstaff Middle School,OZONE-1HR,PPB,49.0,1,-999,-999,04005
1293,02/29/20,Flagstaff Middle School,OZONE-8HR,PPB,47.0,8,44,0,04005
1294,02/29/20,Grand Canyon NP,OZONE-1HR,PPB,45.0,1,-999,-999,04005
1295,02/29/20,Grand Canyon NP,OZONE-8HR,PPB,44.0,8,41,0,04005
1296,02/29/20,Payson Well Site,PM10-24hr,UG/M3,19.0,24,19,0,04007
1297,02/29/20,Tonto National Monument,OZONE-1HR,PPB,50.0,1,-999,-999,04007
1298,02/29/20,Tonto National Monument,OZONE-8HR,PPB,47.0,8,44,0,04007
