,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
536,05/15/20,Sand Mountain,OZONE-1HR,PPB,51.0,1,-999,-999,01049
537,05/15/20,Sand Mountain,OZONE-8HR,PPB,46.0,8,43,0,01049
542,05/15/20,NO. BHAM,OZONE-1HR,PPB,51.0,1,-999,-999,01073
543,05/15/20,NO. BHAM,OZONE-8HR,PPB,47.0,8,44,0,01073
544,05/15/20,NO. BHAM,PM10-24hr,UG/M3,23.0,24,22,0,01073
545,05/15/20,FAIRFIELD,OZONE-1HR,PPB,54.0,1,-999,-999,01073
546,05/15/20,FAIRFIELD,OZONE-8HR,PPB,49.0,8,45,0,01073
547,05/15/20,MCADORY,OZONE-1HR,PPB,48.0,1,-999,-999,01073
548,05/15/20,MCADORY,OZONE-8HR,PPB,47.0,8,44,0,01073
549,05/15/20,MCADORY,PM2.5-24hr,UG/M3,8.9,24,38,0,01073
550,05/15/20,LEEDS,OZONE-1HR,PPB,42.0,1,-999,-999,01073
551,05/15/20,WYLAM,PM10-24hr,UG/M3,21.0,24,20,0,01073
552,05/15/20,WYLAM,PM2.5-24hr,UG/M3,10.6,24,44,0,01073
553,05/15/20,CORNER,OZONE-1HR,PPB,56.0,1,-999,-999,01073
554,05/15/20,CORNER,OZONE-8HR,PPB,50.0,8,46,0,01073
555,05/15/20,CORNER,PM2.5-24hr,UG/M3,9.2,24,38,0,01073
556,05/15/20,TARRANT,OZONE-1HR,PPB,52.0,1,-999,-999,01073
557,05/15/20,TARRANT,OZONE-8HR,PPB,47.0,8,44,0,01073
558,05/15/20,Shuttlesworth,PM10-24hr,UG/M3,25.0,24,23,0,01073
559,05/15/20,Shuttlesworth,PM2.5-24hr,UG/M3,9.9,24,42,0,01073
560,05/15/20,Huntsville Old Airport,OZONE-1HR,PPB,50.0,1,-999,-999,01089
561,05/15/20,Huntsville Old Airport,OZONE-8HR,PPB,46.0,8,43,0,01089
562,05/15/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,10.0,24,42,0,01089
563,05/15/20,Huntsville Capshaw,OZONE-1HR,PPB,48.0,1,-999,-999,01089
564,05/15/20,Huntsville Capshaw,OZONE-8HR,PPB,44.0,8,41,0,01089
879,05/15/20,Garden,CO-8hr,PPM,0.57,1,7,0,02020
880,05/15/20,Garden,PM10-24hr,UG/M3,19.0,24,19,0,02020
881,05/15/20,Garden,PM2.5-24hr,UG/M3,4.7,24,20,0,02020
882,05/15/20,Parkgate (Eagle River),PM10-24hr,UG/M3,26.0,24,24,0,02020
893,05/15/20,Denali NPP,OZONE-1HR,PPB,41.0,1,-999,-999,02068
894,05/15/20,Denali NPP,OZONE-8HR,PPB,39.0,8,36,0,02068
895,05/15/20,NCore,CO-8hr,PPM,0.11,1,1,0,02090
896,05/15/20,NCore,OZONE-1HR,PPB,40.0,1,-999,-999,02090
897,05/15/20,NCore,OZONE-8HR,PPB,37.0,8,34,0,02090
898,05/15/20,NCore,PM10-24hr,UG/M3,9.0,24,9,0,02090
899,05/15/20,NCore,PM2.5-24hr,UG/M3,1.1,24,5,0,02090
900,05/15/20,NCore,SO2-24HR,PPB,1.0,24,-999,-999,02090
901,05/15/20,Hurst Road,PM2.5-24hr,UG/M3,2.3,24,10,0,02090
902,05/15/20,Floyd Dryden,PM10-24hr,UG/M3,7.0,24,7,0,02110
903,05/15/20,Floyd Dryden,PM2.5-24hr,UG/M3,5.0,24,21,0,02110
919,05/15/20,Butte (Harrison Court),PM10-24hr,UG/M3,16.0,24,16,0,02170
920,05/15/20,Butte (Harrison Court),PM2.5-24hr,UG/M3,2.7,24,12,0,02170
1312,05/15/20,Douglas Red Cross,PM10-24hr,UG/M3,24.0,24,23,0,04003
1313,05/15/20,Chiricahua NM,OZONE-1HR,PPB,56.0,1,-999,-999,04003
1314,05/15/20,Chiricahua NM,OZONE-8HR,PPB,54.0,8,50,0,04003
