,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
528,03/18/20,Sand Mountain,OZONE-1HR,PPB,40.0,1,-999,-999,01049
529,03/18/20,Sand Mountain,OZONE-8HR,PPB,35.0,8,32,0,01049
534,03/18/20,NO. BHAM,OZONE-1HR,PPB,40.0,1,-999,-999,01073
535,03/18/20,NO. BHAM,PM10-24hr,UG/M3,29.0,24,27,0,01073
536,03/18/20,FAIRFIELD,OZONE-1HR,PPB,35.0,1,-999,-999,01073
537,03/18/20,MCADORY,OZONE-1HR,PPB,15.0,1,-999,-999,01073
538,03/18/20,MCADORY,PM2.5-24hr,UG/M3,12.1,24,51,1,01073
539,03/18/20,WYLAM,PM10-24hr,UG/M3,28.0,24,26,0,01073
540,03/18/20,WYLAM,PM2.5-24hr,UG/M3,14.3,24,56,1,01073
541,03/18/20,CORNER,OZONE-1HR,PPB,38.0,1,-999,-999,01073
542,03/18/20,CORNER,PM2.5-24hr,UG/M3,12.8,24,53,1,01073
543,03/18/20,TARRANT,OZONE-1HR,PPB,37.0,1,-999,-999,01073
544,03/18/20,Shuttlesworth,PM10-24hr,UG/M3,31.0,24,29,0,01073
545,03/18/20,Shuttlesworth,PM2.5-24hr,UG/M3,13.0,24,53,1,01073
546,03/18/20,Huntsville Old Airport,OZONE-1HR,PPB,39.0,1,-999,-999,01089
547,03/18/20,Huntsville Old Airport,OZONE-8HR,PPB,34.0,8,31,0,01089
548,03/18/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,9.8,24,41,0,01089
549,03/18/20,Huntsville Capshaw,OZONE-1HR,PPB,38.0,1,-999,-999,01089
550,03/18/20,Huntsville Capshaw,OZONE-8HR,PPB,32.0,8,30,0,01089
860,03/18/20,Garden,CO-8hr,PPM,0.26,1,3,0,02020
861,03/18/20,Garden,PM10-24hr,UG/M3,8.0,24,7,0,02020
862,03/18/20,Garden,PM2.5-24hr,UG/M3,7.9,24,33,0,02020
863,03/18/20,Parkgate (Eagle River),PM10-24hr,UG/M3,4.0,24,5,0,02020
875,03/18/20,Bethel,PM10-24hr,UG/M3,10.0,24,10,0,02050
876,03/18/20,Bethel,PM2.5-24hr,UG/M3,6.5,24,27,0,02050
877,03/18/20,Denali NPP,OZONE-1HR,PPB,48.0,1,-999,-999,02068
878,03/18/20,Denali NPP,OZONE-8HR,PPB,43.0,8,40,0,02068
879,03/18/20,NCore,CO-8hr,PPM,0.28,1,3,0,02090
880,03/18/20,NCore,OZONE-1HR,PPB,36.0,1,-999,-999,02090
881,03/18/20,NCore,OZONE-8HR,PPB,33.0,8,31,0,02090
882,03/18/20,NCore,PM10-24hr,UG/M3,8.0,24,8,0,02090
883,03/18/20,NCore,PM2.5-24hr,UG/M3,2.6,24,11,0,02090
884,03/18/20,NCore,SO2-24HR,PPB,1.0,24,-999,-999,02090
885,03/18/20,Hurst Road,PM2.5-24hr,UG/M3,4.6,24,20,0,02090
886,03/18/20,Floyd Dryden,PM10-24hr,UG/M3,11.0,24,10,0,02110
887,03/18/20,Floyd Dryden,PM2.5-24hr,UG/M3,5.0,24,21,0,02110
901,03/18/20,Butte (Harrison Court),PM10-24hr,UG/M3,5.0,24,5,0,02170
902,03/18/20,Butte (Harrison Court),PM2.5-24hr,UG/M3,5.3,24,23,0,02170
1313,03/18/20,Douglas Red Cross,PM10-24hr,UG/M3,5.0,24,6,0,04003
1314,03/18/20,Chiricahua NM,OZONE-1HR,PPB,46.0,1,-999,-999,04003
1315,03/18/20,Chiricahua NM,OZONE-8HR,PPB,45.0,8,42,0,04003
1316,03/18/20,Flagstaff Middle School,OZONE-1HR,PPB,57.0,1,-999,-999,04005
1317,03/18/20,Flagstaff Middle School,OZONE-8HR,PPB,51.0,8,47,0,04005
1318,03/18/20,Grand Canyon NP,OZONE-1HR,PPB,45.0,1,-999,-999,04005
1319,03/18/20,Grand Canyon NP,OZONE-8HR,PPB,45.0,8,42,0,04005
1320,03/18/20,Payson Well Site,PM10-24hr,UG/M3,4.0,24,4,0,04007
1321,03/18/20,Tonto National Monument,OZONE-1HR,PPB,47.0,1,-999,-999,04007
1322,03/18/20,Tonto National Monument,OZONE-8HR,PPB,42.0,8,39,0,04007
1323,03/18/20,Miami Jones Ranch,SO2-24HR,PPB,1.0,24,-999,-999,04007
1324,03/18/20,Miami Town Site,SO2-24HR,PPB,0.0,24,-999,-999,04007
1325,03/18/20,Hayden,SO2-24HR,PPB,1.0,24,-999,-999,04007
1326,03/18/20,Miami Golf Course,PM10-24hr,UG/M3,8.0,24,7,0,04007
1336,03/18/20,Alamo Lake,OZONE-1HR,PPB,44.0,1,-999,-999,04012
1337,03/18/20,Alamo Lake,OZONE-8HR,PPB,40.0,8,37,0,04012
