,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
548,02/02/20,Sand Mountain,OZONE-1HR,PPB,43.0,1,-999,-999,01049
549,02/02/20,Sand Mountain,OZONE-8HR,PPB,41.0,8,38,0,01049
550,02/02/20,NO. BHAM,OZONE-1HR,PPB,47.0,1,-999,-999,01073
551,02/02/20,NO. BHAM,OZONE-8HR,PPB,42.0,8,39,0,01073
552,02/02/20,NO. BHAM,PM10-24hr,UG/M3,12.0,24,11,0,01073
553,02/02/20,MCADORY,PM2.5-24hr,UG/M3,5.6,24,24,0,01073
554,02/02/20,WYLAM,PM10-24hr,UG/M3,9.0,24,8,0,01073
555,02/02/20,WYLAM,PM2.5-24hr,UG/M3,6.8,24,29,0,01073
556,02/02/20,CORNER,PM2.5-24hr,UG/M3,4.9,24,21,0,01073
557,02/02/20,Shuttlesworth,PM2.5-24hr,UG/M3,6.3,24,27,0,01073
558,02/02/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,6.0,24,25,0,01089
865,02/02/20,Garden,CO-8hr,PPM,0.91,1,10,0,02020
866,02/02/20,Garden,PM10-24hr,UG/M3,6.0,24,6,0,02020
867,02/02/20,Garden,PM2.5-24hr,UG/M3,5.9,24,25,0,02020
868,02/02/20,Parkgate (Eagle River),PM10-24hr,UG/M3,2.0,24,2,0,02020
879,02/02/20,Bethel,PM10-24hr,UG/M3,4.0,24,4,0,02050
880,02/02/20,Bethel,PM2.5-24hr,UG/M3,1.6,24,7,0,02050
881,02/02/20,Denali NPP,OZONE-1HR,PPB,41.0,1,-999,-999,02068
882,02/02/20,NCore,CO-8hr,PPM,0.92,1,10,0,02090
883,02/02/20,NCore,OZONE-1HR,PPB,10.0,1,-999,-999,02090
884,02/02/20,NCore,OZONE-8HR,PPB,6.0,8,6,0,02090
885,02/02/20,NCore,PM10-24hr,UG/M3,29.0,24,27,0,02090
886,02/02/20,NCore,PM2.5-24hr,UG/M3,18.6,24,65,1,02090
887,02/02/20,NCore,SO2-24HR,PPB,12.0,24,-999,-999,02090
888,02/02/20,Hurst Road,PM2.5-24hr,UG/M3,27.0,24,83,1,02090
889,02/02/20,Floyd Dryden,PM10-24hr,UG/M3,3.0,24,4,0,02110
890,02/02/20,Floyd Dryden,PM2.5-24hr,UG/M3,4.0,24,17,0,02110
906,02/02/20,Butte (Harrison Court),PM10-24hr,UG/M3,5.0,24,5,0,02170
907,02/02/20,Butte (Harrison Court),PM2.5-24hr,UG/M3,4.0,24,17,0,02170
1350,02/02/20,Paul Spur Chemical Lime Plant,PM10-24hr,UG/M3,8.0,24,7,0,04003
1351,02/02/20,Douglas Red Cross,PM10-24hr,UG/M3,27.0,24,25,0,04003
1352,02/02/20,Chiricahua NM,OZONE-1HR,PPB,46.0,1,-999,-999,04003
1353,02/02/20,Chiricahua NM,OZONE-8HR,PPB,43.0,8,40,0,04003
1354,02/02/20,Flagstaff Middle School,OZONE-1HR,PPB,46.0,1,-999,-999,04005
1355,02/02/20,Flagstaff Middle School,OZONE-8HR,PPB,45.0,8,42,0,04005
1356,02/02/20,Grand Canyon NP,OZONE-1HR,PPB,47.0,1,-999,-999,04005
1357,02/02/20,Grand Canyon NP,OZONE-8HR,PPB,43.0,8,40,0,04005
1358,02/02/20,Payson Well Site,PM10-24hr,UG/M3,16.0,24,15,0,04007
1359,02/02/20,Tonto National Monument,OZONE-1HR,PPB,45.0,1,-999,-999,04007
1360,02/02/20,Tonto National Monument,OZONE-8HR,PPB,43.0,8,40,0,04007
1361,02/02/20,Miami Jones Ranch,SO2-24HR,PPB,0.0,24,-999,-999,04007
