,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
552,04/18/20,Sand Mountain,OZONE-1HR,PPB,42.0,1,-999,-999,01049
553,04/18/20,Sand Mountain,OZONE-8HR,PPB,39.0,8,36,0,01049
558,04/18/20,NO. BHAM,OZONE-1HR,PPB,46.0,1,-999,-999,01073
559,04/18/20,NO. BHAM,OZONE-8HR,PPB,41.0,8,38,0,01073
560,04/18/20,NO. BHAM,PM10-24hr,UG/M3,13.0,24,13,0,01073
561,04/18/20,FAIRFIELD,OZONE-1HR,PPB,41.0,1,-999,-999,01073
562,04/18/20,FAIRFIELD,OZONE-8HR,PPB,37.0,8,34,0,01073
563,04/18/20,MCADORY,OZONE-1HR,PPB,45.0,1,-999,-999,01073
564,04/18/20,MCADORY,OZONE-8HR,PPB,40.0,8,37,0,01073
565,04/18/20,MCADORY,PM2.5-24hr,UG/M3,8.1,24,34,0,01073
566,04/18/20,LEEDS,OZONE-1HR,PPB,42.0,1,-999,-999,01073
567,04/18/20,LEEDS,OZONE-8HR,PPB,38.0,8,35,0,01073
568,04/18/20,WYLAM,PM10-24hr,UG/M3,9.0,24,8,0,01073
569,04/18/20,WYLAM,PM2.5-24hr,UG/M3,7.0,24,29,0,01073
570,04/18/20,CORNER,OZONE-1HR,PPB,44.0,1,-999,-999,01073
571,04/18/20,CORNER,OZONE-8HR,PPB,40.0,8,37,0,01073
572,04/18/20,CORNER,PM2.5-24hr,UG/M3,5.7,24,24,0,01073
573,04/18/20,TARRANT,OZONE-1HR,PPB,40.0,1,-999,-999,01073
574,04/18/20,TARRANT,OZONE-8HR,PPB,36.0,8,33,0,01073
575,04/18/20,Shuttlesworth,PM10-24hr,UG/M3,16.0,24,16,0,01073
576,04/18/20,Shuttlesworth,PM2.5-24hr,UG/M3,8.0,24,33,0,01073
577,04/18/20,Huntsville Old Airport,OZONE-1HR,PPB,45.0,1,-999,-999,01089
578,04/18/20,Huntsville Old Airport,OZONE-8HR,PPB,41.0,8,38,0,01089
579,04/18/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,7.1,24,30,0,01089
580,04/18/20,Huntsville Capshaw,OZONE-1HR,PPB,42.0,1,-999,-999,01089
581,04/18/20,Huntsville Capshaw,OZONE-8HR,PPB,38.0,8,35,0,01089
896,04/18/20,Garden,CO-8hr,PPM,0.4,1,5,0,02020
897,04/18/20,Garden,PM10-24hr,UG/M3,15.0,24,15,0,02020
898,04/18/20,Garden,PM2.5-24hr,UG/M3,4.7,24,20,0,02020
899,04/18/20,Parkgate (Eagle River),PM10-24hr,UG/M3,28.0,24,27,0,02020
910,04/18/20,Bethel,PM10-24hr,UG/M3,1.0,24,2,0,02050
911,04/18/20,Bethel,PM2.5-24hr,UG/M3,0.8,24,4,0,02050
912,04/18/20,Denali NPP,OZONE-1HR,PPB,42.0,1,-999,-999,02068
913,04/18/20,NCore,CO-8hr,PPM,0.29,1,3,0,02090
914,04/18/20,NCore,OZONE-1HR,PPB,31.0,1,-999,-999,02090
915,04/18/20,NCore,OZONE-8HR,PPB,29.0,8,27,0,02090
916,04/18/20,NCore,PM10-24hr,UG/M3,4.0,24,4,0,02090
917,04/18/20,NCore,SO2-24HR,PPB,2.0,24,-999,-999,02090
918,04/18/20,Floyd Dryden,PM10-24hr,UG/M3,2.0,24,3,0,02110
919,04/18/20,Floyd Dryden,PM2.5-24hr,UG/M3,3.5,24,15,0,02110
935,04/18/20,Butte (Harrison Court),PM10-24hr,UG/M3,9.0,24,8,0,02170
936,04/18/20,Butte (Harrison Court),PM2.5-24hr,UG/M3,3.0,24,13,0,02170
1341,04/18/20,Douglas Red Cross,PM10-24hr,UG/M3,23.0,24,21,0,04003
1342,04/18/20,Chiricahua NM,OZONE-1HR,PPB,47.0,1,-999,-999,04003
1343,04/18/20,Flagstaff Middle School,OZONE-1HR,PPB,56.0,1,-999,-999,04005
1344,04/18/20,Flagstaff Middle School,OZONE-8HR,PPB,53.0,8,49,0,04005
1345,04/18/20,Grand Canyon NP,OZONE-1HR,PPB,52.0,1,-999,-999,04005
1346,04/18/20,Payson Well Site,PM10-24hr,UG/M3,11.0,24,10,0,04007
1347,04/18/20,Tonto National Monument,OZONE-1HR,PPB,56.0,1,-999,-999,04007
1348,04/18/20,Tonto National Monument,OZONE-8HR,PPB,51.0,8,47,0,04007
1349,04/18/20,Miami Jones Ranch,SO2-24HR,PPB,0.0,24,-999,-999,04007
1350,04/18/20,Miami Town Site,SO2-24HR,PPB,0.0,24,-999,-999,04007
1351,04/18/20,Hayden,PM10-24hr,UG/M3,15.0,24,14,0,04007
1352,04/18/20,Hayden,SO2-24HR,PPB,1.0,24,-999,-999,04007
1353,04/18/20,Miami Golf Course,PM10-24hr,UG/M3,16.0,24,16,0,04007
1364,04/18/20,Alamo Lake,OZONE-1HR,PPB,59.0,1,-999,-999,04012
1365,04/18/20,Alamo Lake,OZONE-8HR,PPB,56.0,8,54,1,04012
1366,04/18/20,Alamo Lake,PM10-24hr,UG/M3,16.0,24,16,0,04012
1367,04/18/20,Alamo Lake,PM2.5-24hr,UG/M3,4.9,24,21,0,04012
1384,04/18/20,Ft McD Yuma Frank-AZ,PM10-24hr,UG/M3,25.0,24,23,0,04013
1427,04/18/20,StJohns,OZONE-1HR,PPB,49.0,1,-999,-999,04013
1428,04/18/20,StJohns,OZONE-8HR,PPB,47.0,8,44,0,04013
1429,04/18/20,StJohns,PM10-24hr,UG/M3,19.0,24,19,0,04013
1431,04/18/20,Senior Center,OZONE-1HR,PPB,54.0,1,-999,-999,04013
1432,04/18/20,Senior Center,OZONE-8HR,PPB,49.0,8,45,0,04013
1433,04/18/20,Senior Center,PM10-24hr,UG/M3,29.0,24,27,0,04013
1434,04/18/20,Red Mountain,OZONE-1HR,PPB,54.0,1,-999,-999,04013
1435,04/18/20,Red Mountain,OZONE-8HR,PPB,50.0,8,46,0,04013
1436,04/18/20,LEHI,OZONE-1HR,PPB,55.0,1,-999,-999,04013
1437,04/18/20,LEHI,OZONE-8HR,PPB,50.0,8,46,0,04013
1438,04/18/20,LEHI,PM10-24hr,UG/M3,20.0,24,19,0,04013
1439,04/18/20,High School,OZONE-1HR,PPB,51.0,1,-999,-999,04013
1440,04/18/20,High School,OZONE-8HR,PPB,46.0,8,43,0,04013
1441,04/18/20,High School,PM10-24hr,UG/M3,35.0,24,32,0,04013
1451,04/18/20,Phoenix JLG Supersite,CO-8hr,PPM,0.35,1,4,0,04013
1452,04/18/20,Phoenix JLG Supersite,OZONE-1HR,PPB,45.0,1,-999,-999,04013
1453,04/18/20,Phoenix JLG Supersite,OZONE-8HR,PPB,42.0,8,39,0,04013
1454,04/18/20,Phoenix JLG Supersite,PM10-24hr,UG/M3,20.0,24,19,0,04013
1455,04/18/20,Phoenix JLG Supersite,PM2.5-24hr,UG/M3,9.2,24,39,0,04013
1456,04/18/20,Phoenix JLG Supersite,SO2-24HR,PPB,1.0,24,-999,-999,04013
1457,04/18/20,Bullhead City,PM10-24hr,UG/M3,19.0,24,18,0,04015
1458,04/18/20,Petrified Forest NP,OZONE-1HR,PPB,47.0,1,-999,-999,04017
1459,04/18/20,Ajo,PM10-24hr,UG/M3,12.0,24,11,0,04019
1460,04/18/20,Orange Grove,PM10-24hr,UG/M3,18.0,24,17,0,04019
1461,04/18/20,Orange Grove,PM2.5-24hr,UG/M3,1.0,24,4,0,04019
1462,04/18/20,Rillito,PM10-24hr,UG/M3,37.0,24,34,0,04019
1463,04/18/20,Saguaro Monument,OZONE-1HR,PPB,55.0,1,-999,-999,04019
1464,04/18/20,Saguaro Monument,OZONE-8HR,PPB,52.0,8,48,0,04019
1465,04/18/20,South Tucson,PM10-24hr,UG/M3,16.0,24,15,0,04019
1466,04/18/20,22nd Street & Craycroft,OZONE-1HR,PPB,51.0,1,-999,-999,04019
1467,04/18/20,22nd Street & Craycroft,OZONE-8HR,PPB,49.0,8,45,0,04019
1468,04/18/20,Tangerine & Camino de Oeste,OZONE-1HR,PPB,52.0,1,-999,-999,04019
1469,04/18/20,Tangerine & Camino de Oeste,OZONE-8HR,PPB,49.0,8,45,0,04019
1470,04/18/20,Fairgrounds,OZONE-1HR,PPB,56.0,1,-999,-999,04019
1471,04/18/20,Fairgrounds,OZONE-8HR,PPB,53.0,8,49,0,04019
1472,04/18/20,Children's Park Site,OZONE-1HR,PPB,52.0,1,-999,-999,04019
1473,04/18/20,Children's Park Site,OZONE-8HR,PPB,49.0,8,45,0,04019
1474,04/18/20,Children's Park Site,PM2.5-24hr,UG/M3,2.8,24,12,0,04019
1475,04/18/20,Green Valley,OZONE-1HR,PPB,56.0,1,-999,-999,04019
1476,04/18/20,Green Valley,OZONE-8HR,PPB,52.0,8,48,0,04019
