,date,sitename,parameter,units,value,period,aqi_value,aqi_category,fips
540,04/01/20,Sand Mountain,OZONE-1HR,PPB,42.0,1,-999,-999,01049
541,04/01/20,Sand Mountain,OZONE-8HR,PPB,40.0,8,37,0,01049
546,04/01/20,NO. BHAM,OZONE-1HR,PPB,52.0,1,-999,-999,01073
547,04/01/20,NO. BHAM,OZONE-8HR,PPB,50.0,8,46,0,01073
548,04/01/20,NO. BHAM,PM10-24hr,UG/M3,12.0,24,11,0,01073
549,04/01/20,FAIRFIELD,OZONE-1HR,PPB,46.0,1,-999,-999,01073
550,04/01/20,FAIRFIELD,OZONE-8HR,PPB,44.0,8,41,0,01073
551,04/01/20,MCADORY,OZONE-1HR,PPB,47.0,1,-999,-999,01073
552,04/01/20,MCADORY,OZONE-8HR,PPB,45.0,8,42,0,01073
553,04/01/20,MCADORY,PM2.5-24hr,UG/M3,6.0,24,25,0,01073
554,04/01/20,LEEDS,OZONE-1HR,PPB,47.0,1,-999,-999,01073
555,04/01/20,LEEDS,OZONE-8HR,PPB,44.0,8,41,0,01073
556,04/01/20,WYLAM,PM10-24hr,UG/M3,8.0,24,7,0,01073
557,04/01/20,WYLAM,PM2.5-24hr,UG/M3,4.7,24,20,0,01073
558,04/01/20,CORNER,OZONE-1HR,PPB,48.0,1,-999,-999,01073
559,04/01/20,CORNER,OZONE-8HR,PPB,46.0,8,43,0,01073
560,04/01/20,CORNER,PM2.5-24hr,UG/M3,4.8,24,20,0,01073
561,04/01/20,TARRANT,OZONE-1HR,PPB,48.0,1,-999,-999,01073
562,04/01/20,TARRANT,OZONE-8HR,PPB,46.0,8,43,0,01073
563,04/01/20,Shuttlesworth,PM10-24hr,UG/M3,14.0,24,14,0,01073
564,04/01/20,Shuttlesworth,PM2.5-24hr,UG/M3,8.9,24,38,0,01073
565,04/01/20,Huntsville Old Airport,OZONE-1HR,PPB,45.0,1,-999,-999,01089
566,04/01/20,Huntsville Old Airport,OZONE-8HR,PPB,42.0,8,39,0,01089
567,04/01/20,Huntsville Old Airport,PM2.5-24hr,UG/M3,6.4,24,27,0,01089
568,04/01/20,Huntsville Capshaw,OZONE-1HR,PPB,44.0,1,-999,-999,01089
569,04/01/20,Huntsville Capshaw,OZONE-8HR,PPB,40.0,8,37,0,01089
880,04/01/20,Garden,CO-8hr,PPM,0.11,1,1,0,02020
881,04/01/20,Garden,PM10-24hr,UG/M3,11.0,24,11,0,02020
882,04/01/20,Garden,PM2.5-24hr,UG/M3,1.9,24,8,0,02020
883,04/01/20,Parkgate (Eagle River),PM10-24hr,UG/M3,26.0,24,24,0,02020
894,04/01/20,Bethel,PM10-24hr,UG/M3,6.0,24,6,0,02050
895,04/01/20,Bethel,PM2.5-24hr,UG/M3,3.1,24,13,0,02050
896,04/01/20,Denali NPP,OZONE-1HR,PPB,49.0,1,-999,-999,02068
897,04/01/20,NCore,CO-8hr,PPM,0.34,1,4,0,02090
898,04/01/20,NCore,OZONE-1HR,PPB,39.0,1,-999,-999,02090
899,04/01/20,NCore,OZONE-8HR,PPB,37.0,8,34,0,02090
900,04/01/20,NCore,PM2.5-24hr,UG/M3,4.4,24,19,0,02090
901,04/01/20,NCore,SO2-24HR,PPB,3.0,24,-999,-999,02090
